"%IDData";"%IDUnidade";"%IDMunicipio";"%IDExame";"Qtde. Vendas";"Vlr. Vendas";"Vlr. Unit. Vendas"
01/01/2019;"53";"3118601";"733";13;101.14;7.78
01/01/2019;"54";"3170107";"733";25;304;12.16
01/01/2019;"55";"3106200";"733";39;152.1;3.9
01/01/2019;"50";"3106200";"736";3;77.76;25.92
01/01/2019;"53";"3106200";"742";1;703.95;703.95
01/01/2019;"54";"3144805";"743";4;100;25
01/01/2019;"52";"3106200";"743";10;263.3;26.33
01/01/2019;"56";"3106200";"743";12;179.16;14.93
01/01/2019;"56";"3106200";"745";2;18.02;9.01
01/01/2019;"52";"3106200";"745";3;48.6;16.2
01/01/2019;"55";"3106200";"745";4;58.24;14.56
01/01/2019;"50";"3106200";"751";1;69;69
01/01/2019;"54";"3144805";"751";9;261;29
01/01/2019;"51";"3106200";"764";2;11;5.5
01/01/2019;"51";"3106200";"764";2;22.7;11.35
01/01/2019;"55";"3106200";"764";2;34.7;17.35
01/01/2019;"53";"3106200";"764";2;36.44;18.22
01/01/2019;"50";"3106200";"764";2;74.7;37.35
01/01/2019;"53";"3106200";"764";3;112.05;37.35
01/01/2019;"54";"3144805";"764";7;95.9;13.7
01/01/2019;"52";"3106200";"764";7;281.05;40.15
01/01/2019;"52";"3106200";"764";8;57.44;7.18
01/01/2019;"54";"3106200";"764";9;207;23
01/01/2019;"53";"3106200";"764";19;260.3;13.7
01/01/2019;"59";"3106200";"764";19;306.28;16.12
01/01/2019;"50";"3106200";"766";1;32.1;32.1
01/01/2019;"50";"3106200";"767";1;5.07;5.07
01/01/2019;"54";"3106200";"767";1;5.07;5.07
01/01/2019;"56";"3106200";"767";1;5.07;5.07
01/01/2019;"57";"3106200";"767";1;5.07;5.07
01/01/2019;"59";"3106200";"767";2;10.14;5.07
01/01/2019;"54";"3144805";"767";2;10.14;5.07
01/01/2019;"53";"3118601";"767";3;7.5;2.5
01/01/2019;"51";"3106200";"767";3;9.21;3.07
01/01/2019;"51";"3106705";"767";3;15.21;5.07
01/01/2019;"53";"3106705";"767";3;15.21;5.07
01/01/2019;"54";"3144805";"767";7;16.38;2.34
01/01/2019;"54";"3106200";"767";15;38.85;2.59
01/01/2019;"53";"3106200";"767";17;51.85;3.05
01/01/2019;"50";"3106200";"767";46;112.04;2.44
01/01/2019;"52";"3106200";"767";53;132.5;2.5
01/01/2019;"52";"3106200";"767";121;613.47;5.07
01/01/2019;"59";"3106200";"767";323;749.36;2.32
01/01/2019;"50";"3106200";"776";1;13;13
01/01/2019;"52";"3106200";"776";1;13;13
01/01/2019;"54";"3106200";"776";2;25.06;12.53
01/01/2019;"54";"3144805";"776";2;26;13
01/01/2019;"51";"3106705";"776";4;48.4;12.1
01/01/2019;"54";"3144805";"776";5;19.5;3.9
01/01/2019;"52";"3106200";"776";19;162.26;8.54
01/01/2019;"59";"3106200";"776";19;182.59;9.61
01/01/2019;"56";"3106200";"776";20;191.4;9.57
01/01/2019;"50";"3106200";"776";25;198;7.92
01/01/2019;"54";"3106200";"776";25;211.68;8.47
01/01/2019;"58";"3106200";"778";1;15.62;15.62
01/01/2019;"53";"3106200";"778";1;34.63;34.63
01/01/2019;"56";"3106200";"782";8;342.4;42.8
01/01/2019;"51";"3106200";"782";20;323.2;16.16
01/01/2019;"54";"3170107";"787";1;23.61;23.61
01/01/2019;"52";"3106200";"787";2;28.26;14.13
01/01/2019;"51";"3106200";"787";8;55.52;6.94
01/01/2019;"56";"3170107";"787";8;84;10.5
01/01/2019;"58";"3106705";"793";1;14.99;14.99
01/01/2019;"56";"3170107";"793";8;84;10.5
01/01/2019;"51";"3106200";"793";9;38.88;4.32
01/01/2019;"53";"3118601";"797";1;15.12;15.12
01/01/2019;"56";"3106200";"797";2;22.8;11.4
01/01/2019;"52";"3106200";"797";2;35.26;17.63
01/01/2019;"54";"3106200";"797";2;42.14;21.07
01/01/2019;"55";"3170107";"797";3;38.76;12.92
01/01/2019;"50";"3106200";"797";5;54.5;10.9
01/01/2019;"56";"3170107";"797";6;126.42;21.07
01/01/2019;"58";"3106200";"797";10;76;7.6
01/01/2019;"51";"3106200";"797";22;272.8;12.4
01/01/2019;"54";"3106200";"798";32;384;12
01/01/2019;"54";"3106200";"801";1;10.93;10.93
01/01/2019;"53";"3118601";"803";1;23.63;23.63
01/01/2019;"54";"3144805";"803";2;47.26;23.63
01/01/2019;"50";"3106200";"805";1;46;46
01/01/2019;"54";"3106200";"805";1;71.82;71.82
01/01/2019;"52";"3106200";"805";2;30.7;15.35
01/01/2019;"55";"3106200";"805";2;138.74;69.37
01/01/2019;"58";"3106705";"805";4;220.44;55.11
01/01/2019;"52";"3106200";"805";5;303.2;60.64
01/01/2019;"54";"3106200";"805";12;690.84;57.57
01/01/2019;"55";"3170107";"805";36;2615.04;72.64
01/01/2019;"50";"3106200";"805";49;2010.96;41.04
01/01/2019;"51";"3106200";"812";1;77.22;77.22
01/01/2019;"56";"3106200";"833";1;24.43;24.43
01/01/2019;"54";"3144805";"833";1;24.43;24.43
01/01/2019;"50";"3106200";"833";2;25.32;12.66
01/01/2019;"59";"3106200";"833";2;43.68;21.84
01/01/2019;"51";"3106705";"833";3;34.41;11.47
01/01/2019;"52";"3106200";"833";3;36;12
01/01/2019;"58";"3106200";"833";3;39.12;13.04
01/01/2019;"50";"3106200";"833";6;87.9;14.65
01/01/2019;"53";"3106200";"833";12;168.72;14.06
01/01/2019;"59";"3106200";"833";37;429.2;11.6
01/01/2019;"52";"3106200";"833";69;759;11
01/01/2019;"50";"3106200";"833";135;1494.45;11.07
01/01/2019;"52";"3106200";"835";1;12;12
01/01/2019;"56";"3106200";"835";1;24.42;24.42
01/01/2019;"54";"3144805";"835";1;24.42;24.42
01/01/2019;"51";"3106705";"835";3;34.41;11.47
01/01/2019;"58";"3106200";"835";3;39.12;13.04
01/01/2019;"50";"3106200";"835";7;102.55;14.65
01/01/2019;"53";"3106200";"835";12;168.72;14.06
01/01/2019;"59";"3106200";"835";31;322.4;10.4
01/01/2019;"52";"3106200";"835";46;506;11
01/01/2019;"50";"3106200";"835";119;1317.33;11.07
01/01/2019;"50";"3106200";"841";1;8.5;8.5
01/01/2019;"58";"3170107";"841";1;10.31;10.31
01/01/2019;"53";"3106200";"841";1;12.58;12.58
01/01/2019;"56";"3106200";"841";1;13.75;13.75
01/01/2019;"51";"3106705";"841";2;16.94;8.47
01/01/2019;"54";"3144805";"841";2;27.5;13.75
01/01/2019;"50";"3106200";"841";4;24;6
01/01/2019;"53";"3106200";"841";5;41.25;8.25
01/01/2019;"52";"3106200";"841";8;55.2;6.9
01/01/2019;"52";"3106200";"841";8;67.76;8.47
01/01/2019;"54";"3144805";"841";9;74.25;8.25
01/01/2019;"56";"3170107";"841";9;123.75;13.75
01/01/2019;"58";"3106705";"841";14;152.88;10.92
01/01/2019;"54";"3106200";"841";27;205.2;7.6
01/01/2019;"54";"3170107";"841";34;355.64;10.46
01/01/2019;"53";"3106200";"845";1;25.01;25.01
01/01/2019;"55";"3106200";"845";1;28.33;28.33
01/01/2019;"51";"3106200";"845";1;30;30
01/01/2019;"53";"3106200";"845";1;30;30
01/01/2019;"58";"3106200";"845";1;30;30
01/01/2019;"56";"3170107";"845";1;30;30
01/01/2019;"58";"3170107";"845";1;30;30
01/01/2019;"54";"3144805";"845";2;60;30
01/01/2019;"58";"3106200";"845";3;90;30
01/01/2019;"54";"3144805";"845";4;100.04;25.01
01/01/2019;"50";"3106200";"845";4;120;30
01/01/2019;"52";"3106200";"845";10;131.7;13.17
01/01/2019;"58";"3106705";"845";15;382.5;25.5
01/01/2019;"54";"3106200";"845";18;450;25
01/01/2019;"54";"3170107";"845";91;2730;30
01/01/2019;"51";"3106200";"845";147;1764;12
01/01/2019;"58";"3106200";"848";1;5.56;5.56
01/01/2019;"52";"3106200";"848";1;8;8
01/01/2019;"56";"3106200";"848";1;8.4;8.4
01/01/2019;"53";"3106200";"848";1;10.56;10.56
01/01/2019;"54";"3170107";"848";1;14.57;14.57
01/01/2019;"54";"3144805";"848";1;16.5;16.5
01/01/2019;"51";"3106200";"848";2;9.38;4.69
01/01/2019;"52";"3106200";"848";2;11.98;5.99
01/01/2019;"54";"3106200";"848";2;22.52;11.26
01/01/2019;"53";"3106200";"848";5;24;4.8
01/01/2019;"59";"3106200";"848";6;40.44;6.74
01/01/2019;"50";"3106200";"848";7;63;9
01/01/2019;"50";"3106200";"849";2;116.36;58.18
01/01/2019;"58";"3106200";"850";1;48.9;48.9
01/01/2019;"56";"3106200";"850";1;59.7;59.7
01/01/2019;"55";"3170107";"850";1;72.94;72.94
01/01/2019;"56";"3118601";"850";1;91.56;91.56
01/01/2019;"50";"3106200";"850";3;140.4;46.8
01/01/2019;"56";"3170107";"850";4;182;45.5
01/01/2019;"58";"3106705";"850";9;335.25;37.25
01/01/2019;"51";"3106200";"862";1;8.53;8.53
01/01/2019;"59";"3106200";"862";4;37.88;9.47
01/01/2019;"50";"3106200";"862";10;156.22;15.62
01/01/2019;"52";"3106200";"862";16;266.56;16.66
01/01/2019;"57";"3106200";"863";1;38.54;38.54
01/01/2019;"54";"3144805";"863";1;67.81;67.81
01/01/2019;"54";"3144805";"863";2;81.36;40.68
01/01/2019;"53";"3106200";"863";22;894.96;40.68
01/01/2019;"53";"3106200";"865";1;14.88;14.88
01/01/2019;"52";"3106200";"879";1;113.72;113.72
01/01/2019;"51";"3106200";"879";2;102.94;51.47
01/01/2019;"54";"3170107";"891";20;291.4;14.57
01/01/2019;"50";"3106200";"897";1;6.01;6.01
01/01/2019;"56";"3106200";"897";1;7.9;7.9
01/01/2019;"51";"3106200";"897";1;10.6;10.6
01/01/2019;"54";"3106200";"897";1;10.6;10.6
01/01/2019;"59";"3106200";"897";1;10.6;10.6
01/01/2019;"55";"3106200";"897";2;16.84;8.42
01/01/2019;"58";"3106200";"897";2;17.58;8.79
01/01/2019;"56";"3106200";"897";2;21.2;10.6
01/01/2019;"58";"3106200";"897";3;7.2;2.4
01/01/2019;"53";"3106705";"897";3;12.6;4.2
01/01/2019;"54";"3144805";"897";3;13.14;4.38
01/01/2019;"59";"3106200";"897";3;16.62;5.54
01/01/2019;"54";"3106200";"897";4;12.96;3.24
01/01/2019;"57";"3106200";"897";4;15.2;3.8
01/01/2019;"58";"3170107";"897";4;23.72;5.93
01/01/2019;"53";"3106200";"897";4;28.12;7.03
01/01/2019;"52";"3106200";"897";5;23.65;4.73
01/01/2019;"54";"3106200";"897";5;26.55;5.31
01/01/2019;"58";"3106200";"897";6;21.84;3.64
01/01/2019;"50";"3106200";"897";6;29.94;4.99
01/01/2019;"51";"3106705";"897";10;40.7;4.07
01/01/2019;"56";"3106200";"897";12;50.28;4.19
01/01/2019;"53";"3118601";"897";16;56;3.5
01/01/2019;"52";"3106200";"897";54;189;3.5
01/01/2019;"50";"3106200";"897";60;213.75;3.56
01/01/2019;"58";"3106705";"897";65;176.8;2.72
01/01/2019;"54";"3144805";"897";116;475.6;4.1
01/01/2019;"55";"3106200";"897";196;666.4;3.4
01/01/2019;"51";"3106200";"901";1;7.77;7.77
01/01/2019;"50";"3106200";"905";1;10.22;10.22
01/01/2019;"58";"3170107";"905";1;16.5;16.5
01/01/2019;"51";"3106705";"905";2;33;16.5
01/01/2019;"54";"3106200";"905";6;51.12;8.52
01/01/2019;"51";"3106200";"905";7;54.6;7.8
01/01/2019;"58";"3106200";"905";8;46.8;5.85
01/01/2019;"58";"3106705";"905";10;99.1;9.91
01/01/2019;"51";"3106200";"909";1;10.64;10.64
01/01/2019;"54";"3106200";"910";1;27;27
01/01/2019;"52";"3106200";"929";1;73;73
01/01/2019;"53";"3106200";"929";1;89.38;89.38
01/01/2019;"52";"3106200";"929";2;232.18;116.09
01/01/2019;"57";"3106200";"930";1;55.86;55.86
01/01/2019;"59";"3106200";"930";1;81.6;81.6
01/01/2019;"52";"3106200";"930";11;1337.71;121.61
01/01/2019;"57";"3106200";"931";2;300;150
01/01/2019;"53";"3106200";"931";2;643.1;321.55
01/01/2019;"53";"3106200";"932";2;317.54;158.77
01/01/2019;"58";"3106705";"933";1;27.57;27.57
01/01/2019;"51";"3106200";"933";1;29.7;29.7
01/01/2019;"58";"3106200";"933";1;29.7;29.7
01/01/2019;"54";"3144805";"933";1;29.7;29.7
01/01/2019;"58";"3106200";"933";1;34.71;34.71
01/01/2019;"55";"3170107";"933";1;77.8;77.8
01/01/2019;"51";"3106200";"933";2;21.64;10.82
01/01/2019;"52";"3106200";"933";2;59.4;29.7
01/01/2019;"59";"3106200";"933";2;59.4;29.7
01/01/2019;"54";"3106200";"933";5;118.35;23.67
01/01/2019;"50";"3106200";"933";16;298.72;18.67
01/01/2019;"53";"3106200";"933";39;1158.3;29.7
01/01/2019;"55";"3106200";"936";1;159.92;159.92
01/01/2019;"9";"3106705";"953";1;164.9;164.9
01/01/2019;"9";"3118601";"953";1;190;190
01/01/2019;"9";"3106200";"953";2;360;180
01/01/2019;"9";"3170107";"953";6;1071;178.5
01/01/2019;"9";"3106200";"953";41;7626;186
01/01/2019;"9";"3106200";"955";1;180;180
01/01/2019;"9";"3106200";"955";1;340;340
01/01/2019;"9";"3170107";"955";3;570;190
01/01/2019;"9";"3106705";"955";4;756.84;189.21
01/01/2019;"9";"3106200";"955";17;3162;186
01/01/2019;"51";"3106200";"986";2;422.7;211.35
01/01/2019;"51";"3106200";"988";2;152.5;76.25
01/01/2019;"52";"3106200";"988";2;220;110
01/01/2019;"57";"3106200";"988";3;176.61;58.87
01/01/2019;"53";"3106200";"989";1;29.57;29.57
01/01/2019;"52";"3106200";"989";2;10;5
01/01/2019;"59";"3106200";"989";3;40.8;13.6
01/01/2019;"59";"3106200";"989";14;411.6;29.4
01/01/2019;"51";"3106200";"991";1;20.61;20.61
01/01/2019;"55";"3106200";"991";1;20.61;20.61
01/01/2019;"56";"3157807";"991";1;20.61;20.61
01/01/2019;"53";"3157807";"991";5;55;11
01/01/2019;"56";"3106200";"991";14;105;7.5
01/01/2019;"54";"3144805";"991";15;147;9.8
01/01/2019;"57";"3106200";"991";20;240;12
01/01/2019;"54";"3106200";"991";39;492.96;12.64
01/01/2019;"56";"3106200";"991";51;623.73;12.23
01/01/2019;"53";"3106705";"991";85;476;5.6
01/01/2019;"59";"3106200";"992";1;5.91;5.91
01/01/2019;"52";"3106200";"992";1;11;11
01/01/2019;"58";"3106200";"992";1;16.61;16.61
01/01/2019;"54";"3106200";"992";2;14;7
01/01/2019;"59";"3106200";"992";2;14;7
01/01/2019;"55";"3106200";"992";2;29.48;14.74
01/01/2019;"53";"3106200";"992";2;40.1;20.05
01/01/2019;"53";"3144805";"992";2;40.1;20.05
01/01/2019;"56";"3106200";"992";3;17.82;5.94
01/01/2019;"58";"3106200";"992";3;32.13;10.71
01/01/2019;"52";"3106200";"992";3;36.63;12.21
01/01/2019;"54";"3106200";"992";3;62.25;20.75
01/01/2019;"55";"3106200";"992";4;39.2;9.8
01/01/2019;"56";"3106200";"992";4;58.8;14.7
01/01/2019;"53";"3106200";"992";5;70.3;14.06
01/01/2019;"51";"3106705";"992";7;80.29;11.47
01/01/2019;"56";"3170107";"992";16;136;8.5
01/01/2019;"59";"3106200";"992";18;162;9
01/01/2019;"54";"3106200";"992";22;242;11
01/01/2019;"53";"3106200";"992";26;117;4.5
01/01/2019;"50";"3106200";"992";30;256.08;8.54
01/01/2019;"51";"3106200";"992";34;302.6;8.9
01/01/2019;"52";"3106200";"992";45;430.65;9.57
01/01/2019;"58";"3106705";"992";58;374.68;6.46
01/01/2019;"52";"3106200";"992";63;340.83;5.41
01/01/2019;"54";"3144805";"992";368;1656;4.5
01/01/2019;"58";"3106200";"992";746;2909.4;3.9
01/01/2019;"53";"3106200";"996";1;14.06;14.06
01/01/2019;"50";"3106200";"996";1;14.44;14.44
01/01/2019;"58";"3106705";"996";1;17.54;17.54
01/01/2019;"52";"3106200";"996";1;22.07;22.07
01/01/2019;"56";"3118601";"996";1;22.07;22.07
01/01/2019;"51";"3106705";"996";1;22.07;22.07
01/01/2019;"54";"3106200";"996";2;26;13
01/01/2019;"51";"3106200";"996";4;14.4;3.6
01/01/2019;"50";"3106200";"996";12;161.52;13.46
01/01/2019;"56";"3106200";"997";1;5.23;5.23
01/01/2019;"50";"3106200";"997";1;6.49;6.49
01/01/2019;"54";"3106200";"997";1;13.1;13.1
01/01/2019;"51";"3106200";"997";1;14;14
01/01/2019;"55";"3170107";"997";1;16.66;16.66
01/01/2019;"54";"3170107";"997";1;34.55;34.55
01/01/2019;"54";"3144805";"997";1;47;47
01/01/2019;"59";"3106200";"997";2;11.7;5.85
01/01/2019;"52";"3106200";"997";2;29.8;14.9
01/01/2019;"57";"3106200";"997";2;33.9;16.95
01/01/2019;"50";"3106200";"997";14;88.2;6.3
01/01/2019;"53";"3106200";"997";14;422.38;30.17
01/01/2019;"59";"3106200";"998";1;4.63;4.63
01/01/2019;"56";"3106200";"998";1;6;6
01/01/2019;"56";"3106200";"998";1;7.46;7.46
01/01/2019;"54";"3106200";"998";1;11.29;11.29
01/01/2019;"51";"3106200";"998";1;11.47;11.47
01/01/2019;"50";"3106200";"998";2;10.2;5.1
01/01/2019;"56";"3106200";"998";2;18.06;9.03
01/01/2019;"57";"3106200";"998";3;15;5
01/01/2019;"51";"3106200";"998";3;17.7;5.9
01/01/2019;"50";"3106200";"998";3;20.31;6.77
01/01/2019;"58";"3170107";"998";3;34.41;11.47
01/01/2019;"55";"3106200";"998";4;45.88;11.47
01/01/2019;"54";"3106200";"998";8;35.12;4.39
01/01/2019;"56";"3106200";"998";8;35.36;4.42
01/01/2019;"52";"3106200";"998";8;48;6
01/01/2019;"54";"3106200";"998";8;94.96;11.87
01/01/2019;"54";"3144805";"998";10;58.4;5.84
01/01/2019;"59";"3106200";"998";12;57.96;4.83
01/01/2019;"53";"3106200";"998";15;114.3;7.62
01/01/2019;"51";"3106705";"998";16;81.44;5.09
01/01/2019;"58";"3106200";"998";27;256.5;9.5
01/01/2019;"50";"3106200";"998";32;196.88;6.15
01/01/2019;"56";"3170107";"998";38;171;4.5
01/01/2019;"55";"3106200";"998";51;306;6
01/01/2019;"55";"3106200";"998";62;522.04;8.42
01/01/2019;"58";"3106705";"998";68;184.96;2.72
01/01/2019;"59";"3106200";"998";68;232.56;3.42
01/01/2019;"54";"3144805";"998";76;319.2;4.2
01/01/2019;"55";"3170107";"998";80;4346.4;54.33
01/01/2019;"54";"3106200";"998";159;931.74;5.86
01/01/2019;"53";"3106200";"998";162;680.4;4.2
01/01/2019;"58";"3106200";"998";184;312.8;1.7
01/01/2019;"52";"3106200";"998";188;752;4
01/01/2019;"58";"3106200";"1000";1;3.26;3.26
01/01/2019;"54";"3144805";"1000";1;4.67;4.67
01/01/2019;"54";"3106200";"1000";2;13.28;6.64
01/01/2019;"59";"3106200";"1000";2;37.06;18.53
01/01/2019;"59";"3106200";"1000";3;17.04;5.68
01/01/2019;"50";"3106200";"1000";3;26.55;8.85
01/01/2019;"51";"3106200";"1000";4;20.6;5.15
01/01/2019;"54";"3144805";"1000";4;25.2;6.3
01/01/2019;"55";"3106200";"1000";7;73.71;10.53
01/01/2019;"55";"3106200";"1000";10;21;2.1
01/01/2019;"58";"3106200";"1000";12;57.84;4.82
01/01/2019;"52";"3106200";"1000";12;66.84;5.57
01/01/2019;"52";"3106200";"1000";15;120;8
01/01/2019;"53";"3118601";"1000";18;90;5
01/01/2019;"50";"3106200";"1000";19;97.09;5.11
01/01/2019;"56";"3106200";"1000";22;386.98;17.59
01/01/2019;"56";"3106200";"1000";25;84.75;3.39
01/01/2019;"54";"3106200";"1000";28;112;4
01/01/2019;"53";"3106200";"1000";33;239.91;7.27
01/01/2019;"51";"3106705";"1000";41;222.63;5.43
01/01/2019;"59";"3106200";"1000";55;275;5
01/01/2019;"52";"3106200";"1000";74;370;5
01/01/2019;"50";"3106200";"1000";75;348.12;4.64
01/01/2019;"54";"3106200";"1000";112;448;4
01/01/2019;"58";"3106705";"1000";184;610.88;3.32
01/01/2019;"54";"3144805";"1000";1010;3939;3.9
01/01/2019;"58";"3106200";"1001";1;3.25;3.25
01/01/2019;"54";"3144805";"1001";1;5.26;5.26
01/01/2019;"59";"3106200";"1001";1;20.26;20.26
01/01/2019;"54";"3106200";"1001";2;13.28;6.64
01/01/2019;"59";"3106200";"1001";3;17.04;5.68
01/01/2019;"50";"3106200";"1001";3;31.74;10.58
01/01/2019;"54";"3144805";"1001";4;24.8;6.2
01/01/2019;"51";"3106200";"1001";4;27.16;6.79
01/01/2019;"51";"3106200";"1001";6;14.7;2.45
01/01/2019;"55";"3106200";"1001";7;88.48;12.64
01/01/2019;"56";"3170107";"1001";9;65.79;7.31
01/01/2019;"55";"3106200";"1001";10;21;2.1
01/01/2019;"52";"3106200";"1001";12;66.36;5.53
01/01/2019;"58";"3106200";"1001";12;83.52;6.96
01/01/2019;"52";"3106200";"1001";16;128;8
01/01/2019;"59";"3106200";"1001";16;128;8
01/01/2019;"59";"3106200";"1001";16;240;15
01/01/2019;"53";"3118601";"1001";18;108;6
01/01/2019;"50";"3106200";"1001";20;102.2;5.11
01/01/2019;"56";"3106200";"1001";22;386.98;17.59
01/01/2019;"54";"3106200";"1001";27;133.65;4.95
01/01/2019;"56";"3106200";"1001";33;111.87;3.39
01/01/2019;"51";"3106705";"1001";34;193.46;5.69
01/01/2019;"53";"3106200";"1001";40;290.8;7.27
01/01/2019;"52";"3106200";"1001";75;452.25;6.03
01/01/2019;"50";"3106200";"1001";76;389.12;5.12
01/01/2019;"54";"3106200";"1001";113;559.35;4.95
01/01/2019;"58";"3106705";"1001";184;610.88;3.32
01/01/2019;"54";"3144805";"1001";1013;4052;4
01/01/2019;"53";"3106200";"1003";1;11.24;11.24
01/01/2019;"50";"3106200";"1003";1;15.22;15.22
01/01/2019;"52";"3106200";"1003";1;15.25;15.25
01/01/2019;"58";"3106705";"1003";1;15.27;15.27
01/01/2019;"58";"3106200";"1003";1;15.92;15.92
01/01/2019;"56";"3118601";"1003";1;19.22;19.22
01/01/2019;"51";"3106200";"1003";2;8.68;4.34
01/01/2019;"52";"3106200";"1003";2;24.42;12.21
01/01/2019;"55";"3106200";"1003";2;34.2;17.1
01/01/2019;"51";"3106705";"1003";3;57.63;19.21
01/01/2019;"59";"3106200";"1003";7;59.5;8.5
01/01/2019;"53";"3106200";"1003";9;72;8
01/01/2019;"52";"3106200";"1003";11;48.84;4.44
01/01/2019;"54";"3106200";"1003";13;175.5;13.5
01/01/2019;"55";"3106200";"1003";20;294.8;14.74
01/01/2019;"50";"3106200";"1003";22;142.56;6.48
01/01/2019;"54";"3144805";"1008";1;40.49;40.49
01/01/2019;"50";"3106200";"1008";1;41.96;41.96
01/01/2019;"57";"3106200";"1008";1;56.58;56.58
01/01/2019;"55";"3170107";"1008";2;91.38;45.69
01/01/2019;"53";"3106200";"1008";4;161.96;40.49
01/01/2019;"52";"3106200";"1008";6;120;20
01/01/2019;"51";"3106200";"1008";8;316;39.5
01/01/2019;"54";"3106200";"1008";9;351;39
01/01/2019;"54";"3144805";"1016";1;4.89;4.89
01/01/2019;"58";"3106200";"1017";1;4.89;4.89
01/01/2019;"55";"3106200";"1021";1;10.3;10.3
01/01/2019;"52";"3106200";"1021";1;13;13
01/01/2019;"56";"3106200";"1021";1;16.11;16.11
01/01/2019;"56";"3106200";"1021";2;34.32;17.16
01/01/2019;"59";"3106200";"1021";2;37.48;18.74
01/01/2019;"50";"3106200";"1021";3;21.3;7.1
01/01/2019;"54";"3106200";"1021";3;72.06;24.02
01/01/2019;"51";"3106200";"1021";4;32.24;8.06
01/01/2019;"58";"3106200";"1021";4;76.88;19.22
01/01/2019;"51";"3106705";"1021";5;57.35;11.47
01/01/2019;"58";"3106200";"1021";5;61.9;12.38
01/01/2019;"58";"3106705";"1021";8;54.4;6.8
01/01/2019;"50";"3106200";"1021";8;84;10.5
01/01/2019;"56";"3170107";"1021";10;105;10.5
01/01/2019;"55";"3106200";"1021";13;219.05;16.85
01/01/2019;"51";"3106200";"1021";15;88.05;5.87
01/01/2019;"55";"3170107";"1021";15;224.4;14.96
01/01/2019;"53";"3106200";"1021";17;194.14;11.42
01/01/2019;"54";"3106200";"1021";28;357.84;12.78
01/01/2019;"57";"3106200";"1021";30;315;10.5
01/01/2019;"54";"3106200";"1021";30;319.5;10.65
01/01/2019;"54";"3144805";"1021";37;515.04;13.92
01/01/2019;"58";"3106200";"1021";38;205.2;5.4
01/01/2019;"59";"3106200";"1021";58;406;7
01/01/2019;"52";"3106200";"1021";60;720;12
01/01/2019;"55";"3106200";"1022";1;8.1;8.1
01/01/2019;"52";"3106200";"1022";1;12;12
01/01/2019;"56";"3106200";"1022";1;16.11;16.11
01/01/2019;"56";"3106200";"1022";2;34.32;17.16
01/01/2019;"59";"3106200";"1022";2;37.48;18.74
01/01/2019;"54";"3106200";"1022";3;70.29;23.43
01/01/2019;"51";"3106200";"1022";4;31.84;7.96
01/01/2019;"51";"3106705";"1022";4;45.88;11.47
01/01/2019;"58";"3106200";"1022";4;71;17.75
01/01/2019;"58";"3106200";"1022";5;60.4;12.08
01/01/2019;"58";"3106705";"1022";7;47.6;6.8
01/01/2019;"50";"3106200";"1022";8;76;9.5
01/01/2019;"56";"3170107";"1022";9;94.5;10.5
01/01/2019;"50";"3106200";"1022";14;99.4;7.1
01/01/2019;"55";"3106200";"1022";14;250.6;17.9
01/01/2019;"51";"3106200";"1022";15;88.05;5.87
01/01/2019;"55";"3170107";"1022";17;254.32;14.96
01/01/2019;"53";"3106200";"1022";18;205.56;11.42
01/01/2019;"54";"3106200";"1022";26;276.9;10.65
01/01/2019;"57";"3106200";"1022";30;285;9.5
01/01/2019;"54";"3106200";"1022";30;319.5;10.65
01/01/2019;"58";"3106200";"1022";38;205.2;5.4
01/01/2019;"54";"3144805";"1022";38;516.04;13.58
01/01/2019;"52";"3106200";"1022";51;612;12
01/01/2019;"59";"3106200";"1022";59;413;7
01/01/2019;"53";"3106200";"1023";10;793.9;79.39
01/01/2019;"53";"3106200";"1024";10;807.6;80.76
01/01/2019;"58";"3106200";"1033";1;15.09;15.09
01/01/2019;"54";"3144805";"1033";1;33.68;33.68
01/01/2019;"58";"3106200";"1033";1;37.96;37.96
01/01/2019;"54";"3106200";"1033";1;45.82;45.82
01/01/2019;"52";"3106200";"1033";2;58.16;29.08
01/01/2019;"55";"3170107";"1033";2;70.62;35.31
01/01/2019;"54";"3170107";"1033";2;80.2;40.1
01/01/2019;"50";"3106200";"1033";2;82.11;41.06
01/01/2019;"55";"3106200";"1033";2;91.64;45.82
01/01/2019;"59";"3106200";"1033";3;98.4;32.8
01/01/2019;"53";"3106200";"1033";5;168.4;33.68
01/01/2019;"54";"3106200";"1033";6;187.5;31.25
01/01/2019;"54";"3144805";"1051";1;9.12;9.12
01/01/2019;"53";"3118601";"1051";1;9.72;9.72
01/01/2019;"53";"3106200";"1051";1;12.49;12.49
01/01/2019;"53";"3144805";"1051";1;12.49;12.49
01/01/2019;"56";"3170107";"1051";1;16;16
01/01/2019;"54";"3106200";"1051";3;15;5
01/01/2019;"54";"3144805";"1051";3;24.66;8.22
01/01/2019;"50";"3106200";"1051";5;31.72;6.34
01/01/2019;"52";"3106200";"1051";5;36.2;7.24
01/01/2019;"58";"3106705";"1051";5;43.6;8.72
01/01/2019;"54";"3106200";"1051";11;93.72;8.52
01/01/2019;"58";"3106200";"1051";13;87.23;6.71
01/01/2019;"54";"3170107";"1051";57;698.25;12.25
01/01/2019;"51";"3106200";"1051";82;813.44;9.92
01/01/2019;"56";"3106200";"1053";1;7.56;7.56
01/01/2019;"50";"3106200";"1053";1;10.62;10.62
01/01/2019;"54";"3170107";"1053";2;32.02;16.01
