"%IDData";"%IDUnidade";"%IDMunicipio";"%IDExame";"Qtde. Vendas";"Vlr. Vendas";"Vlr. Unit. Vendas"
01/06/2019;"53";"3106200";"3073";81;558.9;6.9
01/06/2019;"51";"3106200";"3074";2;6.18;3.09
01/06/2019;"50";"3106200";"3074";2;7.5;3.75
01/06/2019;"59";"3106200";"3074";2;20.2;10.1
01/06/2019;"51";"3106705";"3074";3;14.25;4.75
01/06/2019;"58";"3106200";"3074";3;18;6
01/06/2019;"56";"3170107";"3074";4;12.8;3.2
01/06/2019;"54";"3106200";"3074";4;29.88;7.47
01/06/2019;"58";"3106705";"3074";13;74.62;5.74
01/06/2019;"54";"3144805";"3074";31;130.2;4.2
01/06/2019;"59";"3106200";"3074";35;105.7;3.02
01/06/2019;"53";"3106200";"3074";35;147;4.2
01/06/2019;"55";"3170107";"3074";107;573.52;5.36
01/06/2019;"52";"3106200";"3075";1;6.9;6.9
01/06/2019;"52";"3106200";"3075";2;7.18;3.59
01/06/2019;"56";"3106200";"3075";2;8.64;4.32
01/06/2019;"51";"3106200";"3075";2;12;6
01/06/2019;"56";"3106200";"3075";3;24.42;8.14
01/06/2019;"50";"3106200";"3075";4;22.16;5.54
01/06/2019;"51";"3106705";"3075";4;29.84;7.46
01/06/2019;"59";"3106200";"3075";4;38.2;9.55
01/06/2019;"58";"3106200";"3075";5;44.8;8.96
01/06/2019;"53";"3106200";"3075";6;24.9;4.15
01/06/2019;"57";"3106200";"3075";7;49;7
01/06/2019;"51";"3106200";"3075";9;41.76;4.64
01/06/2019;"59";"3106200";"3075";10;52;5.2
01/06/2019;"55";"3106200";"3075";16;109.12;6.82
01/06/2019;"58";"3106705";"3075";17;85.68;5.04
01/06/2019;"54";"3106200";"3075";22;125.62;5.71
01/06/2019;"56";"3170107";"3075";45;400.5;8.9
01/06/2019;"50";"3106200";"3075";53;222.6;4.2
01/06/2019;"53";"3106200";"3075";71;284;4
01/06/2019;"50";"3106200";"3081";18;1350;75
01/06/2019;"50";"3106200";"3084";13;561.6;43.2
01/06/2019;"55";"3106200";"3086";1;86;86
01/06/2019;"50";"3106200";"3086";108;8359.2;77.4
01/06/2019;"50";"3106200";"3089";5;216;43.2
01/06/2019;"50";"3106200";"3090";5;216;43.2
01/06/2019;"50";"3106200";"3093";97;4190.4;43.2
01/06/2019;"50";"3106200";"3094";2;86.4;43.2
01/06/2019;"50";"3106200";"3115";1;43.2;43.2
01/06/2019;"50";"3106200";"3121";12;518.4;43.2
01/06/2019;"50";"3106200";"3125";30;1296;43.2
01/06/2019;"51";"3106200";"3137";1;35.31;35.31
01/06/2019;"54";"3144805";"3140";1;13.23;13.23
01/06/2019;"55";"3106200";"3140";1;17.98;17.98
01/06/2019;"59";"3106200";"3140";1;17.98;17.98
01/06/2019;"52";"3106200";"3140";2;17.96;8.98
01/06/2019;"53";"3106200";"3140";2;35.96;17.98
01/06/2019;"52";"3106200";"3144";1;5.26;5.26
01/06/2019;"58";"3106200";"3144";2;4;2
01/06/2019;"56";"3157807";"3144";3;15.78;5.26
01/06/2019;"58";"3157807";"3144";4;11.6;2.9
01/06/2019;"52";"3106200";"3144";4;21.04;5.26
01/06/2019;"54";"3144805";"3144";6;9.9;1.65
01/06/2019;"58";"3118601";"3144";7;7.7;1.1
01/06/2019;"56";"3106200";"3144";7;18.9;2.7
01/06/2019;"56";"3106200";"3144";8;32.56;4.07
01/06/2019;"55";"3157807";"3144";20;24;1.2
01/06/2019;"55";"3106200";"3144";43;179.74;4.18
01/06/2019;"51";"3106200";"3144";44;110;2.5
01/06/2019;"54";"3106200";"3144";73;206.59;2.83
01/06/2019;"53";"3106705";"3144";178;195.8;1.1
01/06/2019;"57";"3106200";"3144";270;297;1.1
01/06/2019;"54";"3106200";"3144";427;673.55;1.58
01/06/2019;"58";"3106200";"3145";2;4;2
01/06/2019;"52";"3106200";"3145";3;15.78;5.26
01/06/2019;"56";"3157807";"3145";3;15.78;5.26
01/06/2019;"58";"3157807";"3145";4;11.6;2.9
01/06/2019;"52";"3106200";"3145";5;26.3;5.26
01/06/2019;"54";"3144805";"3145";6;9.9;1.65
01/06/2019;"58";"3118601";"3145";7;7.7;1.1
01/06/2019;"56";"3106200";"3145";7;18.9;2.7
01/06/2019;"56";"3106200";"3145";7;28.49;4.07
01/06/2019;"55";"3157807";"3145";20;24;1.2
01/06/2019;"55";"3106200";"3145";43;179.74;4.18
01/06/2019;"51";"3106200";"3145";44;110;2.5
01/06/2019;"54";"3106200";"3145";72;203.76;2.83
01/06/2019;"53";"3106705";"3145";178;195.8;1.1
01/06/2019;"57";"3106200";"3145";272;299.2;1.1
01/06/2019;"54";"3106200";"3145";432;680.76;1.58
01/06/2019;"58";"3106705";"3151";1;3.36;3.36
01/06/2019;"54";"3170107";"3151";1;15.8;15.8
01/06/2019;"53";"3106200";"3151";1;18.84;18.84
01/06/2019;"54";"3106200";"3151";1;18.84;18.84
01/06/2019;"56";"3118601";"3151";1;18.84;18.84
01/06/2019;"50";"3106200";"3151";5;48.85;9.77
01/06/2019;"50";"3106200";"3151";7;123.62;17.66
01/06/2019;"54";"3106200";"3151";8;60;7.5
01/06/2019;"54";"3144805";"3151";21;395.64;18.84
01/06/2019;"50";"3106200";"3158";1;7.44;7.44
01/06/2019;"50";"3106200";"3158";1;11.78;11.78
01/06/2019;"56";"3106200";"3158";1;11.79;11.79
01/06/2019;"56";"3106200";"3158";1;17.98;17.98
01/06/2019;"56";"3157807";"3158";1;17.98;17.98
01/06/2019;"59";"3106200";"3158";3;21;7
01/06/2019;"50";"3106200";"3158";5;24.95;4.99
01/06/2019;"51";"3106705";"3158";5;50.9;10.18
01/06/2019;"58";"3106705";"3158";7;59.5;8.5
01/06/2019;"57";"3106200";"3158";7;64.54;9.22
01/06/2019;"54";"3106200";"3158";10;123.5;12.35
01/06/2019;"58";"3106200";"3158";12;178.68;14.89
01/06/2019;"55";"3106200";"3158";13;89.7;6.9
01/06/2019;"55";"3170107";"3158";13;168.22;12.94
01/06/2019;"54";"3144805";"3158";14;185.22;13.23
01/06/2019;"56";"3170107";"3158";17;161.5;9.5
01/06/2019;"52";"3106200";"3158";18;161.64;8.98
01/06/2019;"55";"3106200";"3158";31;331.39;10.69
01/06/2019;"54";"3106200";"3158";34;260.27;7.66
01/06/2019;"53";"3106200";"3158";53;701.19;13.23
01/06/2019;"58";"3106200";"3168";1;6.31;6.31
01/06/2019;"53";"3106200";"3168";1;11.72;11.72
01/06/2019;"56";"3106200";"3168";1;11.79;11.79
01/06/2019;"56";"3106200";"3168";1;13;13
01/06/2019;"52";"3106200";"3168";1;18.19;18.19
01/06/2019;"56";"3106200";"3168";1;18.19;18.19
01/06/2019;"54";"3106200";"3168";1;18.84;18.84
01/06/2019;"57";"3106200";"3168";2;14.22;7.11
01/06/2019;"58";"3170107";"3168";2;27.28;13.64
01/06/2019;"50";"3106200";"3168";2;36.38;18.19
01/06/2019;"50";"3106200";"3168";3;29.97;9.99
01/06/2019;"59";"3106200";"3168";4;28;7
01/06/2019;"50";"3106200";"3168";4;34.84;8.71
01/06/2019;"51";"3106705";"3168";7;71.26;10.18
01/06/2019;"58";"3106200";"3168";9;135.63;15.07
01/06/2019;"58";"3106705";"3168";10;42.3;4.23
01/06/2019;"52";"3106200";"3168";18;151.74;8.43
01/06/2019;"54";"3144805";"3168";18;192.96;10.72
01/06/2019;"57";"3106200";"3168";20;200;10
01/06/2019;"55";"3106200";"3168";31;259.16;8.36
01/06/2019;"53";"3106200";"3168";40;428.8;10.72
01/06/2019;"54";"3106200";"3168";42;300.2;7.15
01/06/2019;"56";"3170107";"3168";47;399.5;8.5
01/06/2019;"55";"3106200";"3168";67;408.7;6.1
01/06/2019;"50";"3106200";"3168";1189;12436.94;10.46
01/06/2019;"52";"3106200";"3175";1;17.98;17.98
01/06/2019;"55";"3106200";"3177";1;11.94;11.94
01/06/2019;"56";"3106200";"3177";1;13.7;13.7
01/06/2019;"57";"3106200";"3177";1;15.79;15.79
01/06/2019;"56";"3106200";"3177";1;17.9;17.9
01/06/2019;"59";"3106200";"3177";2;11.36;5.68
01/06/2019;"50";"3106200";"3177";2;17;8.5
01/06/2019;"50";"3106200";"3177";2;19.8;9.9
01/06/2019;"53";"3118601";"3177";2;20.7;10.35
01/06/2019;"58";"3170107";"3177";2;26.4;13.2
01/06/2019;"59";"3106200";"3177";2;35.8;17.9
01/06/2019;"55";"3157807";"3177";3;16.8;5.6
01/06/2019;"58";"3106200";"3177";3;44.49;14.83
01/06/2019;"58";"3118601";"3177";3;53.7;17.9
01/06/2019;"54";"3106200";"3177";3;55.59;18.53
01/06/2019;"56";"3106200";"3177";4;24.88;6.22
01/06/2019;"53";"3106200";"3177";6;55.5;9.25
01/06/2019;"54";"3106200";"3177";8;42.4;5.3
01/06/2019;"51";"3106705";"3177";10;101.8;10.18
01/06/2019;"55";"3170107";"3177";12;134.4;11.2
01/06/2019;"52";"3106200";"3177";14;119.14;8.51
01/06/2019;"53";"3106705";"3177";15;268.5;17.9
01/06/2019;"56";"3170107";"3177";20;140;7
01/06/2019;"57";"3106200";"3177";23;411.7;17.9
01/06/2019;"50";"3106200";"3177";41;227.14;5.54
01/06/2019;"52";"3106200";"3177";43;386.14;8.98
01/06/2019;"54";"3144805";"3177";50;435;8.7
01/06/2019;"55";"3106200";"3177";54;302.4;5.6
01/06/2019;"58";"3106705";"3177";71;289.68;4.08
01/06/2019;"54";"3106200";"3177";140;576.4;4.12
01/06/2019;"58";"3106705";"3179";1;71.25;71.25
01/06/2019;"50";"3106200";"3179";5;653.45;130.69
01/06/2019;"59";"3106200";"3180";1;16.22;16.22
01/06/2019;"55";"3170107";"3180";1;33.45;33.45
01/06/2019;"59";"3106200";"3180";4;141.6;35.4
01/06/2019;"50";"3106200";"3180";23;446.89;19.43
01/06/2019;"52";"3106200";"3183";1;22.33;22.33
01/06/2019;"56";"3106200";"3183";2;113.38;56.69
01/06/2019;"57";"3106200";"3184";1;19.23;19.23
01/06/2019;"54";"3106200";"3184";1;20.89;20.89
01/06/2019;"55";"3170107";"3184";1;28.46;28.46
01/06/2019;"58";"3106705";"3184";2;28.9;14.45
01/06/2019;"53";"3106200";"3184";2;72.4;36.2
01/06/2019;"52";"3106200";"3184";3;40.32;13.44
01/06/2019;"53";"3106200";"3184";4;116.24;29.06
01/06/2019;"51";"3106200";"3193";1;9.61;9.61
01/06/2019;"51";"3106200";"3193";1;10.14;10.14
01/06/2019;"56";"3106200";"3193";1;10.14;10.14
01/06/2019;"54";"3106200";"3193";2;7.08;3.54
01/06/2019;"58";"3106200";"3193";2;16.8;8.4
01/06/2019;"58";"3106200";"3193";3;17.34;5.78
01/06/2019;"57";"3106200";"3193";3;30.42;10.14
01/06/2019;"54";"3106200";"3193";3;31.5;10.5
01/06/2019;"54";"3144805";"3193";5;17.5;3.5
01/06/2019;"56";"3170107";"3193";5;39.5;7.9
01/06/2019;"53";"3106200";"3193";7;35.63;5.09
01/06/2019;"57";"3106200";"3193";7;62.65;8.95
01/06/2019;"50";"3106200";"3193";9;47.88;5.32
01/06/2019;"58";"3106705";"3193";10;27.2;2.72
01/06/2019;"59";"3106200";"3193";10;45.6;4.56
01/06/2019;"55";"3106200";"3193";14;141.96;10.14
01/06/2019;"56";"3106200";"3193";15;61.8;4.12
01/06/2019;"50";"3106200";"3193";24;60.72;2.53
01/06/2019;"55";"3106200";"3193";26;174.2;6.7
01/06/2019;"54";"3106200";"3193";39;184.05;4.72
01/06/2019;"54";"3144805";"3193";47;296.1;6.3
01/06/2019;"52";"3106200";"3193";62;248;4
01/06/2019;"53";"3106200";"3193";91;573.3;6.3
01/06/2019;"58";"3106705";"3194";1;27.93;27.93
01/06/2019;"57";"3106200";"3194";1;29.23;29.23
01/06/2019;"54";"3106200";"3194";1;31.12;31.12
01/06/2019;"55";"3170107";"3194";1;53.14;53.14
01/06/2019;"53";"3106200";"3194";2;70.98;35.49
01/06/2019;"52";"3106200";"3194";4;134.84;33.71
01/06/2019;"51";"3106200";"3194";8;81.2;10.15
01/06/2019;"53";"3106200";"3197";2;11.58;5.79
01/06/2019;"53";"3106200";"3198";1;4.25;4.25
01/06/2019;"52";"3106200";"3200";1;2.93;2.93
01/06/2019;"53";"3106200";"3200";6;23.22;3.87
01/06/2019;"51";"3106200";"3201";1;5.26;5.26
01/06/2019;"56";"3157807";"3201";3;15.78;5.26
01/06/2019;"58";"3118601";"3201";5;7.5;1.5
01/06/2019;"52";"3106200";"3201";6;31.56;5.26
01/06/2019;"56";"3106200";"3201";13;32.5;2.5
01/06/2019;"54";"3106200";"3201";18;64.44;3.58
01/06/2019;"57";"3106200";"3201";21;84;4
01/06/2019;"56";"3106200";"3201";25;118.75;4.75
01/06/2019;"51";"3106200";"3201";35;105;3
01/06/2019;"53";"3106705";"3201";223;334.5;1.5
01/06/2019;"57";"3106200";"3201";410;615;1.5
01/06/2019;"54";"3106200";"3201";610;953.1;1.56
01/06/2019;"50";"3106200";"3202";1;19.36;19.36
01/06/2019;"55";"3106200";"3202";3;54;18
01/06/2019;"54";"3106200";"3202";3;58.62;19.54
01/06/2019;"58";"3106705";"3202";10;243;24.3
01/06/2019;"55";"3106200";"3205";2;8.04;4.02
01/06/2019;"50";"3106200";"3205";3;14.76;4.92
01/06/2019;"54";"3106200";"3205";3;18.86;6.29
01/06/2019;"54";"3170107";"3205";3;32.55;10.85
01/06/2019;"58";"3106705";"3205";14;88.34;6.31
01/06/2019;"52";"3106200";"3205";59;359.9;6.1
01/06/2019;"51";"3106200";"3212";1;5.82;5.82
01/06/2019;"56";"3170107";"3213";1;359.09;359.09
01/06/2019;"54";"3106200";"3215";1;4.13;4.13
01/06/2019;"58";"3170107";"3215";4;36.16;9.04
01/06/2019;"58";"3106705";"3215";8;43.28;5.41
01/06/2019;"58";"3106200";"3215";9;61.47;6.83
01/06/2019;"56";"3170107";"3215";20;133.4;6.67
01/06/2019;"53";"3106200";"3215";205;1020.9;4.98
01/06/2019;"51";"3106200";"3216";1;92.86;92.86
01/06/2019;"57";"3106200";"3216";1;173.96;173.96
01/06/2019;"55";"3106200";"3223";1;41.64;41.64
01/06/2019;"56";"3106200";"3223";1;41.64;41.64
01/06/2019;"51";"3106705";"3223";1;44.14;44.14
01/06/2019;"51";"3106200";"3229";11;2707.1;246.1
01/06/2019;"54";"3106200";"3232";1;1.32;1.32
01/06/2019;"51";"3106200";"3232";1;25.8;25.8
01/06/2019;"56";"3106200";"3232";1;25.8;25.8
01/06/2019;"53";"3118601";"3232";2;3.6;1.8
01/06/2019;"53";"3106200";"3232";2;51.6;25.8
01/06/2019;"54";"3106200";"3232";2;51.6;25.8
01/06/2019;"56";"3106200";"3232";3;6.05;2.02
01/06/2019;"56";"3157807";"3232";3;19.38;6.46
01/06/2019;"50";"3106200";"3232";3;77.4;25.8
01/06/2019;"52";"3106200";"3232";4;7.6;1.9
01/06/2019;"51";"3106200";"3232";4;14.88;3.72
01/06/2019;"58";"3106200";"3232";4;21.44;5.36
01/06/2019;"58";"3118601";"3232";5;8;1.6
01/06/2019;"59";"3106200";"3232";5;17.5;3.5
01/06/2019;"54";"3144805";"3232";6;10.8;1.8
01/06/2019;"59";"3106200";"3232";6;154.8;25.8
01/06/2019;"57";"3106200";"3232";16;56;3.5
01/06/2019;"51";"3106200";"3232";16;64;4
01/06/2019;"56";"3106200";"3232";17;37.4;2.2
01/06/2019;"56";"3106200";"3232";25;84.75;3.39
01/06/2019;"53";"3106200";"3232";29;106.14;3.66
01/06/2019;"55";"3157807";"3232";33;49.5;1.5
01/06/2019;"59";"3106200";"3232";55;360.8;6.56
01/06/2019;"54";"3106200";"3232";66;173.58;2.63
01/06/2019;"54";"3144805";"3232";75;166.5;2.22
01/06/2019;"58";"3106200";"3232";90;188.1;2.09
01/06/2019;"54";"3106200";"3232";97;203.7;2.1
01/06/2019;"54";"3106200";"3232";115;266.8;2.32
01/06/2019;"52";"3106200";"3232";121;215.38;1.78
01/06/2019;"52";"3106200";"3232";134;268;2
01/06/2019;"58";"3170107";"3232";148;352.24;2.38
01/06/2019;"53";"3106200";"3232";166;327.02;1.97
01/06/2019;"55";"3106200";"3232";176;352;2
01/06/2019;"59";"3106200";"3232";198;297;1.5
01/06/2019;"54";"3106200";"3232";225;627.75;2.79
01/06/2019;"50";"3106200";"3232";232;371.2;1.6
01/06/2019;"53";"3106705";"3232";234;374.4;1.6
01/06/2019;"50";"3106200";"3232";255;535.5;2.1
01/06/2019;"51";"3106705";"3232";350;735;2.1
01/06/2019;"56";"3106200";"3232";404;638.32;1.58
01/06/2019;"57";"3106200";"3232";492;787.2;1.6
01/06/2019;"52";"3106200";"3232";978;1760.4;1.8
01/06/2019;"50";"3106200";"3232";1224;2031.84;1.66
01/06/2019;"54";"3144805";"3232";4883;6836.2;1.4
01/06/2019;"54";"3106200";"3234";1;3.3;3.3
01/06/2019;"56";"3106200";"3234";1;8.84;8.84
01/06/2019;"58";"3170107";"3234";4;27.12;6.78
01/06/2019;"58";"3106705";"3234";8;34.64;4.33
01/06/2019;"58";"3106200";"3234";9;30.78;3.42
01/06/2019;"56";"3170107";"3234";20;100;5
01/06/2019;"53";"3106200";"3234";209;865.26;4.14
01/06/2019;"53";"3106200";"3240";1;48.28;48.28
01/06/2019;"56";"3106200";"3240";1;52.75;52.75
01/06/2019;"59";"3106200";"3240";2;33.6;16.8
01/06/2019;"54";"3106200";"3240";2;44;22
01/06/2019;"53";"3106705";"3240";2;58.02;29.01
01/06/2019;"55";"3106200";"3240";2;87.88;43.94
01/06/2019;"56";"3170107";"3240";3;66;22
01/06/2019;"53";"3118601";"3240";3;90;30
01/06/2019;"54";"3144805";"3240";3;130.74;43.58
01/06/2019;"50";"3106200";"3240";3;158.25;52.75
01/06/2019;"51";"3106705";"3240";3;167.73;55.91
01/06/2019;"54";"3106200";"3240";4;164.8;41.2
01/06/2019;"58";"3106200";"3240";4;174.8;43.7
01/06/2019;"56";"3106200";"3240";5;97.15;19.43
01/06/2019;"57";"3106200";"3240";5;145.05;29.01
01/06/2019;"58";"3106705";"3240";11;130.46;11.86
01/06/2019;"55";"3106200";"3240";11;218.9;19.9
01/06/2019;"53";"3106200";"3240";11;301.29;27.39
01/06/2019;"50";"3106200";"3240";13;329.55;25.35
01/06/2019;"57";"3106200";"3240";14;313.6;22.4
01/06/2019;"54";"3144805";"3240";14;383.46;27.39
01/06/2019;"52";"3106200";"3240";16;521.28;32.58
01/06/2019;"55";"3170107";"3240";18;1037.88;57.66
01/06/2019;"54";"3106200";"3240";20;360.64;18.03
01/06/2019;"57";"3106200";"3241";3;50.43;16.81
01/06/2019;"55";"3157807";"3242";1;3.25;3.25
01/06/2019;"56";"3106200";"3242";1;4.75;4.75
01/06/2019;"52";"3106200";"3242";1;6.73;6.73
01/06/2019;"59";"3118601";"3242";1;6.73;6.73
01/06/2019;"59";"3106200";"3242";4;26.92;6.73
01/06/2019;"54";"3106200";"3242";5;15.15;3.03
01/06/2019;"53";"3106705";"3242";7;23.8;3.4
01/06/2019;"55";"3106200";"3242";7;45.78;6.54
01/06/2019;"57";"3106200";"3242";26;88.4;3.4
01/06/2019;"53";"3106200";"3245";1;60.5;60.5
01/06/2019;"52";"3106200";"3245";1;404.49;404.49
01/06/2019;"51";"3106200";"3255";0;14.32;
01/06/2019;"58";"3106705";"3259";3;44.67;14.89
01/06/2019;"58";"3106200";"3259";6;65.04;10.84
01/06/2019;"53";"3106200";"3259";112;814.24;7.27
01/06/2019;"56";"3106200";"3260";1;70;70
01/06/2019;"51";"3106200";"3260";1;122.7;122.7
01/06/2019;"52";"3106200";"3260";2;340.2;170.1
01/06/2019;"53";"3106200";"3262";27;104.49;3.87
01/06/2019;"53";"3106200";"3264";1;4.4;4.4
01/06/2019;"55";"3106200";"3264";1;5.98;5.98
01/06/2019;"58";"3106200";"3264";2;4.2;2.1
01/06/2019;"52";"3106200";"3264";4;23.92;5.98
01/06/2019;"56";"3157807";"3264";5;29.9;5.98
01/06/2019;"58";"3118601";"3264";8;8.8;1.1
01/06/2019;"54";"3144805";"3264";9;14.4;1.6
01/06/2019;"56";"3106200";"3264";9;27;3
01/06/2019;"51";"3106200";"3264";18;46.8;2.6
01/06/2019;"56";"3106200";"3264";27;109.89;4.07
01/06/2019;"55";"3157807";"3264";28;33.6;1.2
01/06/2019;"55";"3106200";"3264";43;167.7;3.9
01/06/2019;"54";"3106200";"3264";57;161.31;2.83
01/06/2019;"53";"3106705";"3264";161;177.1;1.1
01/06/2019;"57";"3106200";"3264";321;353.1;1.1
01/06/2019;"54";"3106200";"3264";429;766.65;1.79
01/06/2019;"52";"3106200";"3265";1;3.37;3.37
01/06/2019;"54";"3106200";"3265";3;4.59;1.53
01/06/2019;"50";"3106200";"3265";6;19.8;3.3
01/06/2019;"54";"3106200";"3267";1;1.53;1.53
01/06/2019;"55";"3157807";"3270";1;3.1;3.1
01/06/2019;"51";"3106200";"3270";1;3.5;3.5
01/06/2019;"56";"3106200";"3270";1;3.5;3.5
01/06/2019;"56";"3106200";"3270";1;4.83;4.83
01/06/2019;"52";"3106200";"3270";1;7.01;7.01
01/06/2019;"56";"3157807";"3270";1;7.01;7.01
01/06/2019;"58";"3106200";"3270";2;5;2.5
01/06/2019;"56";"3157807";"3270";2;14.02;7.01
01/06/2019;"57";"3106200";"3270";4;11.6;2.9
01/06/2019;"58";"3118601";"3270";6;17.4;2.9
01/06/2019;"58";"3118601";"3270";8;23.2;2.9
01/06/2019;"54";"3144805";"3270";8;24.8;3.1
01/06/2019;"54";"3106200";"3270";12;60.6;5.05
01/06/2019;"56";"3106200";"3270";13;45.5;3.5
01/06/2019;"58";"3106200";"3270";20;50;2.5
01/06/2019;"56";"3106200";"3270";27;130.41;4.83
01/06/2019;"55";"3157807";"3270";34;105.4;3.1
01/06/2019;"58";"3157807";"3270";37;133.2;3.6
01/06/2019;"51";"3106200";"3270";82;287;3.5
01/06/2019;"53";"3106705";"3270";235;681.5;2.9
01/06/2019;"57";"3106200";"3270";421;1220.9;2.9
01/06/2019;"50";"3106200";"3279";1;4.1;4.1
01/06/2019;"52";"3106200";"3279";1;7.14;7.14
01/06/2019;"58";"3170107";"3448";1;79;79
01/06/2019;"55";"3106200";"3452";3;210;70
01/06/2019;"58";"3170107";"3452";3;210;70
01/06/2019;"55";"3106200";"3453";1;12.8;12.8
01/06/2019;"55";"3106200";"3461";1;26.39;26.39
01/06/2019;"55";"3106200";"3461";5;131.95;26.39
01/06/2019;"50";"3106200";"3492";3;90.66;30.22
01/06/2019;"56";"3170107";"3495";2;23.3;11.65
01/06/2019;"58";"3170107";"3498";2;58.16;29.08
01/06/2019;"55";"3106200";"3498";3;87.24;29.08
01/06/2019;"55";"3106200";"3506";1;9.08;9.08
01/06/2019;"55";"3106200";"3506";4;36.32;9.08
01/06/2019;"55";"3106200";"3507";13;473.33;36.41
01/06/2019;"52";"3106200";"3507";25;811.5;32.46
01/06/2019;"52";"3106200";"3514";1;31.04;31.04
01/06/2019;"55";"3170107";"3514";1;31.04;31.04
01/06/2019;"52";"3106200";"3515";6;143.94;23.99
01/06/2019;"55";"3106200";"3515";9;242.19;26.91
01/06/2019;"52";"3106200";"3517";1;25.97;25.97
01/06/2019;"55";"3106200";"3534";1;12;12
01/06/2019;"55";"3106200";"3536";1;12;12
01/06/2019;"52";"3106200";"3538";2;58.16;29.08
01/06/2019;"55";"3106200";"3538";4;116.32;29.08
01/06/2019;"55";"3106200";"3544";2;178.5;89.25
01/06/2019;"55";"3106200";"3547";1;24.67;24.67
01/06/2019;"58";"3106705";"3547";1;24.67;24.67
01/06/2019;"55";"3106200";"3547";10;276.8;27.68
01/06/2019;"52";"3106200";"3547";11;271.37;24.67
01/06/2019;"55";"3106200";"3582";1;12;12
01/06/2019;"55";"3106200";"3596";8;114.24;14.28
01/06/2019;"55";"3106200";"3628";1;13.59;13.59
01/06/2019;"58";"3170107";"3634";2;35.06;17.53
01/06/2019;"55";"3106200";"3635";1;25.59;25.59
01/06/2019;"52";"3106200";"3635";6;153.54;25.59
01/06/2019;"55";"3106200";"3635";9;230.31;25.59
01/06/2019;"55";"3106200";"3642";1;16;16
01/06/2019;"55";"3106200";"3643";2;25.6;12.8
01/06/2019;"55";"3106200";"3654";1;11.05;11.05
01/06/2019;"55";"3106200";"3662";3;37.44;12.48
01/06/2019;"55";"3106200";"3664";1;12;12
01/06/2019;"56";"3170107";"3681";1;22.4;22.4
01/06/2019;"55";"3106200";"3709";2;24.68;12.34
01/06/2019;"55";"3106200";"3711";1;90;90
01/06/2019;"55";"3170107";"3728";1;25.97;25.97
01/06/2019;"55";"3106200";"3728";2;58.26;29.13
01/06/2019;"55";"3106200";"3728";3;77.91;25.97
01/06/2019;"58";"3170107";"3728";5;129.85;25.97
01/06/2019;"55";"3106200";"3733";1;29.13;29.13
01/06/2019;"55";"3106200";"3743";2;18.16;9.08
01/06/2019;"55";"3106200";"3746";1;11.51;11.51
01/06/2019;"55";"3106200";"3748";4;391.48;97.87
01/06/2019;"55";"3106200";"3751";1;63.56;63.56
01/06/2019;"55";"3170107";"3751";1;66.78;66.78
01/06/2019;"58";"3170107";"3751";3;200.34;66.78
01/06/2019;"58";"3170107";"3756";1;34.39;34.39
01/06/2019;"55";"3106200";"3757";2;18.16;9.08
01/06/2019;"55";"3106200";"3758";3;37.08;12.36
01/06/2019;"54";"3106200";"3771";6;636.24;106.04
01/06/2019;"50";"3106200";"3774";4;103.68;25.92
01/06/2019;"54";"3106200";"3778";1;8.52;8.52
01/06/2019;"52";"3106200";"3778";1;9;9
01/06/2019;"55";"3106200";"3778";1;16.22;16.22
01/06/2019;"58";"3106200";"3778";1;16.22;16.22
01/06/2019;"50";"3106200";"3778";2;14.58;7.29
01/06/2019;"56";"3106200";"3778";2;15.6;7.8
01/06/2019;"53";"3106200";"3778";2;19.48;9.74
01/06/2019;"53";"3106200";"3778";2;29.68;14.84
01/06/2019;"59";"3106200";"3778";3;22.14;7.38
01/06/2019;"55";"3106200";"3778";3;30.72;10.24
01/06/2019;"52";"3106200";"3778";4;26.96;6.74
01/06/2019;"54";"3106200";"3778";6;82.14;13.69
01/06/2019;"51";"3106200";"3778";7;27.3;3.9
01/06/2019;"58";"3106705";"3778";7;53.55;7.65
01/06/2019;"56";"3170107";"3778";19;133;7
01/06/2019;"54";"3144805";"3778";38;370.12;9.74
01/06/2019;"58";"3106200";"3780";1;30.5;30.5
01/06/2019;"55";"3106200";"3780";1;55.44;55.44
01/06/2019;"54";"3144805";"3780";1;63.62;63.62
01/06/2019;"50";"3106200";"3780";2;91.08;45.54
01/06/2019;"52";"3106200";"3780";6;527.52;87.92
01/06/2019;"52";"3106200";"3780";16;448;28
01/06/2019;"53";"3106200";"3780";50;1465;29.3
01/06/2019;"53";"3106200";"3796";8;155.76;19.47
01/06/2019;"57";"3106200";"3797";1;11.36;11.36
01/06/2019;"56";"3106200";"3797";1;13.5;13.5
01/06/2019;"50";"3106200";"3797";1;14.7;14.7
01/06/2019;"56";"3106200";"3797";1;20.65;20.65
01/06/2019;"51";"3106705";"3797";1;20.65;20.65
01/06/2019;"58";"3106705";"3797";2;15.3;7.65
01/06/2019;"52";"3106200";"3797";2;24.42;12.21
01/06/2019;"53";"3106200";"3797";2;28.12;14.06
01/06/2019;"54";"3144805";"3797";2;30.38;15.19
01/06/2019;"55";"3106200";"3797";2;41.3;20.65
01/06/2019;"54";"3106200";"3797";3;32.73;10.91
01/06/2019;"51";"3106200";"3797";4;56.64;14.16
01/06/2019;"59";"3106200";"3797";6;76.8;12.8
01/06/2019;"52";"3106200";"3797";23;276;12
01/06/2019;"52";"3106200";"3797";29;392.66;13.54
