%IDData,%IDUnidade,%IDMunicipio,%IDExame,Qtde. Vendas,Vlr. Vendas,Vlr. Unit. Vendas
01/06/2019,54,3144805,464,34,316.2,9.3
01/06/2019,54,3144805,468,1,22.63,22.63
01/06/2019,54,3144805,468,1,37.69,37.69
01/06/2019,54,3144805,483,1,24.16,24.16
01/06/2019,54,3144805,495,22,246.18,11.19
01/06/2019,54,3144805,499,1,15.48,15.48
01/06/2019,54,3144805,500,21,163.8,7.8
01/06/2019,54,3144805,501,21,163.8,7.8
01/06/2019,54,3144805,508,1,240,240.
01/06/2019,54,3144805,514,2,106.16,53.08
01/06/2019,54,3144805,515,2,81.36,40.68
01/06/2019,54,3144805,516,3,32.16,10.72
01/06/2019,54,3144805,517,3,32.16,10.72
01/06/2019,54,3144805,529,10,124,12.4
01/06/2019,54,3144805,531,25,1432.5,57.3
01/06/2019,54,3144805,533,1,79.53,79.53
01/06/2019,54,3144805,544,1,4.67,4.67
01/06/2019,54,3144805,544,67,341.7,5.1
01/06/2019,54,3144805,550,3,23.25,7.75
01/06/2019,54,3144805,551,14,62.02,4.43
01/06/2019,54,3144805,563,1,14.3,14.3
01/06/2019,54,3144805,570,1,14.3,14.3
01/06/2019,54,3144805,605,2,17.5,8.75
01/06/2019,54,3144805,606,37,361.12,9.76
01/06/2019,54,3144805,608,1,3,3.
01/06/2019,54,3144805,631,2,11.44,5.72
01/06/2019,54,3144805,631,117,836.55,7.15
01/06/2019,54,3144805,633,3,19.29,6.43
01/06/2019,54,3144805,633,116,997.6,8.6
01/06/2019,54,3144805,640,3,402,134.
01/06/2019,54,3144805,652,1,6.31,6.31
01/06/2019,54,3144805,653,2,11.9,5.95
01/06/2019,54,3144805,657,9,63.18,7.02
01/06/2019,54,3144805,660,1,24.16,24.16
01/06/2019,54,3144805,683,21,165.9,7.9
01/06/2019,54,3144805,722,9,27,3.
01/06/2019,54,3144805,751,1,29,29.
01/06/2019,54,3144805,764,8,109.6,13.7
01/06/2019,54,3144805,767,4,9.36,2.34
01/06/2019,54,3144805,776,1,13,13.
01/06/2019,54,3144805,776,12,46.8,3.9
01/06/2019,54,3144805,797,1,21.07,21.07
01/06/2019,54,3144805,801,1,10.56,10.56
01/06/2019,53,3144805,805,0,69.37,
01/06/2019,54,3144805,833,1,9.35,9.35
01/06/2019,54,3144805,835,1,9.35,9.35
01/06/2019,54,3144805,841,10,93.63,9.36
01/06/2019,54,3144805,845,2,50.02,25.01
01/06/2019,54,3144805,848,1,16.5,16.5
01/06/2019,54,3144805,848,2,9.6,4.8
01/06/2019,54,3144805,863,4,162.72,40.68
01/06/2019,54,3144805,897,1,10.6,10.6
01/06/2019,54,3144805,897,113,463.3,4.1
01/06/2019,54,3144805,905,2,19.8,9.9
01/06/2019,54,3144805,933,1,29.7,29.7
01/06/2019,9,3144805,953,1,206.06,206.06
01/06/2019,54,3144805,992,1,7.59,7.59
01/06/2019,53,3144805,992,2,40.1,20.05
01/06/2019,54,3144805,992,366,1647,4.5
01/06/2019,54,3144805,997,1,47,47.
01/06/2019,54,3144805,998,3,17.52,5.84
01/06/2019,54,3144805,998,51,214.2,4.2
01/06/2019,54,3144805,1000,2,9.34,4.67
01/06/2019,54,3144805,1000,801,3123.9,3.9
01/06/2019,54,3144805,1001,3,15.78,5.26
01/06/2019,54,3144805,1001,809,3236,4.
01/06/2019,54,3144805,1003,1,8,8.
01/06/2019,54,3144805,1008,4,161.96,40.49
01/06/2019,54,3144805,1021,3,35.04,11.68
01/06/2019,54,3144805,1021,15,208.8,13.92
01/06/2019,54,3144805,1022,2,23.36,11.68
01/06/2019,54,3144805,1022,14,190.12,13.58
01/06/2019,53,3144805,1051,1,16,16.
01/06/2019,54,3144805,1061,12,46.8,3.9
01/06/2019,54,3144805,1083,1,9.9,9.9
01/06/2019,54,3144805,1084,1,9.9,9.9
01/06/2019,54,3144805,1088,12,118.8,9.9
01/06/2019,54,3144805,1111,2,19.8,9.9
01/06/2019,54,3144805,1114,7,84,12.
01/06/2019,54,3144805,1121,6,59.4,9.9
01/06/2019,54,3144805,1126,1,9.9,9.9
01/06/2019,54,3144805,1147,2,19.8,9.9
01/06/2019,54,3144805,1167,1,9.9,9.9
01/06/2019,54,3144805,1168,1,9.9,9.9
01/06/2019,54,3144805,1169,2,19.8,9.9
01/06/2019,54,3144805,1170,3,29.7,9.9
01/06/2019,54,3144805,1185,6,59.4,9.9
01/06/2019,54,3144805,1203,2,7.14,3.57
01/06/2019,54,3144805,1203,14,27.86,1.99
01/06/2019,54,3144805,1207,33,314.16,9.52
01/06/2019,54,3144805,1212,2,12,6.
01/06/2019,54,3144805,1212,11,55.22,5.02
01/06/2019,54,3144805,1212,772,2393.2,3.1
01/06/2019,54,3144805,1236,1,121.07,121.07
01/06/2019,54,3144805,1254,6,51.48,8.58
01/06/2019,54,3144805,1257,4,26.64,6.66
01/06/2019,54,3144805,1263,1,46.31,46.31
01/06/2019,54,3144805,1273,239,717,3.
01/06/2019,54,3144805,1285,2,7,3.5
01/06/2019,53,3144805,1285,3,15.51,5.17
01/06/2019,54,3144805,1285,233,489.3,2.1
01/06/2019,54,3144805,1294,1,7.01,7.01
01/06/2019,54,3144805,1294,276,1573.2,5.7
01/06/2019,54,3144805,1304,3,73.8,24.6
01/06/2019,54,3144805,1332,10,31,3.1
01/06/2019,54,3144805,1335,1,6.55,6.55
01/06/2019,54,3144805,1367,6,393.06,65.51
01/06/2019,54,3144805,1375,3,42.9,14.3
01/06/2019,54,3144805,1395,1,111.09,111.09
01/06/2019,54,3144805,1396,1,35.38,35.38
01/06/2019,54,3144805,1404,43,276.49,6.43
01/06/2019,53,3144805,1404,44,284.68,6.47
01/06/2019,54,3144805,1404,3226,13226.6,4.1
01/06/2019,54,3144805,1458,12,80.52,6.71
01/06/2019,54,3144805,1459,1,17.01,17.01
01/06/2019,54,3144805,1459,78,577.2,7.4
01/06/2019,54,3144805,1460,1,9.93,9.93
01/06/2019,54,3144805,1460,34,283.56,8.34
01/06/2019,54,3144805,1468,2,27.52,13.76
01/06/2019,54,3144805,1468,5,40.85,8.17
01/06/2019,54,3144805,1468,101,525.2,5.2
01/06/2019,54,3144805,1469,5,43.85,8.77
01/06/2019,54,3144805,1469,111,821.4,7.4
01/06/2019,54,3144805,1470,136,489.6,3.6
01/06/2019,54,3144805,1472,1,15.55,15.55
01/06/2019,54,3144805,1472,15,89.4,5.96
01/06/2019,54,3144805,1473,10,59.6,5.96
01/06/2019,53,3144805,1477,5,39.05,7.81
01/06/2019,54,3144805,1477,9,52.56,5.84
01/06/2019,54,3144805,1477,367,1101,3.
01/06/2019,54,3144805,1486,2,19.04,9.52
01/06/2019,54,3144805,1489,1,14.45,14.45
01/06/2019,53,3144805,1489,6,86.7,14.45
01/06/2019,54,3144805,1494,8,84.08,10.51
01/06/2019,54,3144805,1494,561,3422.1,6.1
01/06/2019,54,3144805,1506,2,183.26,91.63
01/06/2019,54,3144805,1523,306,856.8,2.8
01/06/2019,54,3144805,1536,11,47.3,4.3
01/06/2019,54,3144805,1537,3,21.45,7.15
01/06/2019,54,3144805,1557,2,28.6,14.3
01/06/2019,53,3144805,1562,1,9.76,9.76
01/06/2019,54,3144805,1562,7,32.69,4.67
01/06/2019,54,3144805,1562,1014,2940.6,2.9
01/06/2019,54,3144805,1577,11,364.87,33.17
01/06/2019,54,3144805,1585,12,152.4,12.7
01/06/2019,54,3144805,1587,12,314.4,26.2
01/06/2019,54,3144805,1590,3,65.85,21.95
01/06/2019,54,3144805,1593,3,65.85,21.95
01/06/2019,54,3144805,1606,1,213.79,213.79
01/06/2019,54,3144805,1611,1,137.97,137.97
01/06/2019,54,3144805,1612,69,538.2,7.8
01/06/2019,54,3144805,1626,1,17.98,17.98
01/06/2019,54,3144805,1627,1,21.66,21.66
01/06/2019,54,3144805,1628,2,35.96,17.98
01/06/2019,54,3144805,1628,5,66.15,13.23
01/06/2019,54,3144805,1629,2,43.32,21.66
01/06/2019,54,3144805,1629,5,79.55,15.91
01/06/2019,54,3144805,1636,5,49.5,9.9
01/06/2019,54,3144805,1642,13,100.1,7.7
01/06/2019,54,3144805,1644,8,61.6,7.7
01/06/2019,54,3144805,1647,6,46.2,7.7
01/06/2019,54,3144805,1653,2,19.8,9.9
01/06/2019,54,3144805,1655,4,39.6,9.9
01/06/2019,54,3144805,1666,2,151.2,75.6
01/06/2019,54,3144805,1674,1,9.61,9.61
01/06/2019,54,3144805,1676,1,9.07,9.07
01/06/2019,54,3144805,1701,21,125.16,5.96
01/06/2019,54,3144805,1702,14,138.6,9.9
01/06/2019,54,3144805,1706,3,29.7,9.9
01/06/2019,54,3144805,1707,17,168.3,9.9
01/06/2019,54,3144805,1709,3,29.7,9.9
01/06/2019,54,3144805,1718,5,166.7,33.34
01/06/2019,54,3144805,1720,2,234.38,117.19
01/06/2019,54,3144805,1793,1,71.98,71.98
01/06/2019,53,3144805,1800,2,1070,535.
01/06/2019,54,3144805,1803,1,40.3,40.3
01/06/2019,53,3144805,1803,2,80.6,40.3
01/06/2019,54,3144805,1804,1,40,40.
01/06/2019,53,3144805,1804,1,113.47,113.47
01/06/2019,54,3144805,1809,1,10,10.
01/06/2019,54,3144805,1809,49,225.4,4.6
01/06/2019,54,3144805,1882,4,11.2,2.8
01/06/2019,54,3144805,1900,2,3.4,1.7
01/06/2019,53,3144805,1900,31,72.23,2.33
01/06/2019,54,3144805,1915,1,9.9,9.9
01/06/2019,53,3144805,1931,1,32.35,32.35
01/06/2019,54,3144805,1974,1,86.55,86.55
01/06/2019,54,3144805,1986,2,7.46,3.73
01/06/2019,53,3144805,1986,3,18.99,6.33
01/06/2019,54,3144805,1986,156,343.2,2.2
01/06/2019,54,3144805,1991,57,184.11,3.23
01/06/2019,54,3144805,2005,8,76,9.5
01/06/2019,54,3144805,2008,1,15.09,15.09
01/06/2019,54,3144805,2016,1,17.7,17.7
01/06/2019,54,3144805,2016,9,85.68,9.52
01/06/2019,53,3144805,2027,1,30.74,30.74
01/06/2019,54,3144805,2027,20,374,18.7
01/06/2019,54,3144805,2030,414,1159.2,2.8
01/06/2019,54,3144805,2032,76,494,6.5
01/06/2019,54,3144805,2047,2,19.8,9.9
01/06/2019,56,3144805,2067,25,725,29.
01/06/2019,54,3144805,2102,2,84.44,42.22
01/06/2019,54,3144805,2139,125,1162.5,9.3
01/06/2019,54,3144805,2144,1,44,44.
01/06/2019,54,3144805,2148,2,80,40.
01/06/2019,54,3144805,2148,3,420,140.
01/06/2019,54,3144805,2159,4,14.28,3.57
01/06/2019,54,3144805,2162,15,33,2.2
01/06/2019,54,3144805,2185,15,148.5,9.9
01/06/2019,54,3144805,2186,4,39.6,9.9
01/06/2019,54,3144805,2194,2,3.3,1.65
01/06/2019,53,3144805,2194,26,60.58,2.33
01/06/2019,53,3144805,2196,1,2.59,2.59
01/06/2019,54,3144805,2196,2,8.2,4.1
01/06/2019,54,3144805,2287,1,34.54,34.54
01/06/2019,54,3144805,2291,1,40.72,40.72
01/06/2019,53,3144805,2294,1,6.62,6.62
01/06/2019,54,3144805,2294,18,85.68,4.76
01/06/2019,54,3144805,2313,2,3.6,1.8
01/06/2019,54,3144805,2332,1,6.52,6.52
01/06/2019,53,3144805,2338,1,12.71,12.71
01/06/2019,54,3144805,2371,1,106.15,106.15
01/06/2019,54,3144805,2394,1,19.29,19.29
01/06/2019,54,3144805,2394,17,158.1,9.3
01/06/2019,54,3144805,2416,62,229.4,3.7
01/06/2019,54,3144805,2493,1,8.7,8.7
01/06/2019,54,3144805,2521,6,188.4,31.4
01/06/2019,54,3144805,2528,2,66.68,33.34
01/06/2019,54,3144805,2535,1,4.5,4.5
01/06/2019,53,3144805,2535,1,7.75,7.75
01/06/2019,54,3144805,2535,36,189.36,5.26
01/06/2019,54,3144805,2535,388,1202.8,3.1
01/06/2019,54,3144805,2539,2,10.2,5.1
01/06/2019,54,3144805,2539,16,93.44,5.84
01/06/2019,54,3144805,2539,839,3272.1,3.9
01/06/2019,54,3144805,2543,3,21.03,7.01
01/06/2019,54,3144805,2543,98,519.4,5.3
01/06/2019,54,3144805,2550,1,305.96,305.96
01/06/2019,54,3144805,2597,7,298.69,42.67
01/06/2019,54,3144805,2719,8,91.76,11.47
01/06/2019,54,3144805,2734,2,10.98,5.49
01/06/2019,54,3144805,2734,56,548.8,9.8
01/06/2019,54,3144805,2735,3,21.72,7.24
01/06/2019,54,3144805,2735,54,453.6,8.4
01/06/2019,56,3144805,2748,2,18,9.
01/06/2019,56,3144805,2762,1,9,9.
01/06/2019,56,3144805,2773,1,9,9.
01/06/2019,56,3144805,2777,1,9,9.
01/06/2019,56,3144805,2787,2,18,9.
01/06/2019,56,3144805,2801,2,18,9.
01/06/2019,56,3144805,2840,3,27,9.
01/06/2019,56,3144805,2846,1,15,15.
01/06/2019,56,3144805,2847,4,36,9.
01/06/2019,56,3144805,2857,1,9,9.
01/06/2019,56,3144805,2873,5,45,9.
01/06/2019,56,3144805,2882,3,27,9.
01/06/2019,56,3144805,2901,2,18,9.
01/06/2019,56,3144805,2902,14,126,9.
01/06/2019,54,3144805,2910,3,13.5,4.5
01/06/2019,54,3144805,2943,16,65.6,4.1
01/06/2019,54,3144805,2945,4,38.08,9.52
01/06/2019,54,3144805,2953,10,59.6,5.96
01/06/2019,54,3144805,2957,4,66.68,16.67
01/06/2019,54,3144805,2962,9,90,10.
01/06/2019,54,3144805,2966,1,15.66,15.66
01/06/2019,53,3144805,2966,1,18.96,18.96
01/06/2019,54,3144805,2966,16,236.32,14.77
01/06/2019,54,3144805,2981,21,150.15,7.15
01/06/2019,54,3144805,2983,6,112.2,18.7
01/06/2019,53,3144805,3000,1,18.87,18.87
01/06/2019,54,3144805,3000,32,294.4,9.2
01/06/2019,54,3144805,3001,31,285.2,9.2
01/06/2019,53,3144805,3025,1,10.39,10.39
01/06/2019,54,3144805,3025,82,246,3.
01/06/2019,54,3144805,3044,26,52,2.
01/06/2019,53,3144805,3046,1,18.44,18.44
01/06/2019,54,3144805,3048,4,9.36,2.34
01/06/2019,54,3144805,3048,116,185.6,1.6
01/06/2019,54,3144805,3050,5,10,2.
01/06/2019,54,3144805,3050,48,112.32,2.34
01/06/2019,54,3144805,3050,2291,3207.4,1.4
01/06/2019,54,3144805,3052,351,491.4,1.4
01/06/2019,54,3144805,3073,32,220.8,6.9
01/06/2019,54,3144805,3074,31,130.2,4.2
01/06/2019,54,3144805,3140,1,13.23,13.23
01/06/2019,54,3144805,3144,6,9.9,1.65
01/06/2019,54,3144805,3145,6,9.9,1.65
01/06/2019,54,3144805,3151,21,395.64,18.84
01/06/2019,54,3144805,3158,14,185.22,13.23
01/06/2019,54,3144805,3168,18,192.96,10.72
01/06/2019,54,3144805,3177,50,435,8.7
01/06/2019,54,3144805,3193,5,17.5,3.5
01/06/2019,54,3144805,3193,47,296.1,6.3
01/06/2019,54,3144805,3232,6,10.8,1.8
01/06/2019,54,3144805,3232,75,166.5,2.22
01/06/2019,54,3144805,3232,4883,6836.2,1.4
01/06/2019,54,3144805,3240,3,130.74,43.58
01/06/2019,54,3144805,3240,14,383.46,27.39
01/06/2019,54,3144805,3264,9,14.4,1.6
01/06/2019,54,3144805,3270,8,24.8,3.1
01/06/2019,54,3144805,3778,38,370.12,9.74
01/06/2019,54,3144805,3780,1,63.62,63.62
01/06/2019,54,3144805,3797,2,30.38,15.19
01/06/2019,54,3144805,3799,2,35.24,17.62
01/06/2019,54,3144805,3801,1,57.16,57.16
01/06/2019,54,3144805,3818,1,86.55,86.55
01/06/2019,54,3144805,3820,8,142.4,17.8
01/06/2019,54,3144805,3822,15,207,13.8
01/06/2019,54,3144805,3826,1,5.71,5.71
01/06/2019,54,3144805,3873,6,21.9,3.65
01/06/2019,54,3144805,3885,5,8.25,1.65
01/06/2019,54,3144805,3894,46,331.2,7.2
01/06/2019,54,3144805,3921,6,216,36.
01/06/2019,54,3144805,3922,12,432,36.
01/06/2019,54,3144805,10199,1,38,38.
01/06/2019,54,3144805,10254,5,103.9,20.78
01/06/2019,54,3144805,13294,2,1358.36,679.18
01/06/2019,54,3144805,16839,5,33.35,6.67
01/06/2019,54,3144805,18286,4,57.2,14.3
01/06/2019,54,3144805,18307,4,313.6,78.4
01/06/2019,54,3144805,18361,5,625.5,125.1
01/06/2019,54,3144805,19561,1,7.96,7.96
01/06/2019,54,3144805,20367,1,1000,1000.
01/06/2019,53,3144805,20816,1,76.88,76.88
01/06/2019,54,3144805,23849,9,125.1,13.9
01/06/2019,53,3144805,23849,40,556,13.9
01/06/2019,54,3144805,33407,8,69.92,8.74
01/06/2019,53,3144805,79201,1,450.38,450.38
01/06/2019,54,3144805,79496,1,15,15.
01/07/2019,54,3144805,13,5,53.6,10.72
01/07/2019,54,3144805,25,127,3709.67,29.21
01/07/2019,54,3144805,25,1010,5354.8,5.3
01/07/2019,54,3144805,50,8,89.92,11.24
01/07/2019,54,3144805,55,2,16.82,8.41
01/07/2019,54,3144805,55,57,609.9,10.7
01/07/2019,54,3144805,58,2,70,35.
01/07/2019,54,3144805,59,5,80,16.
01/07/2019,54,3144805,61,1,15.14,15.14
01/07/2019,54,3144805,61,6,64.32,10.72
01/07/2019,54,3144805,62,1,17.21,17.21
01/07/2019,54,3144805,62,7,75.04,10.72
01/07/2019,54,3144805,64,7,27.3,3.9
01/07/2019,54,3144805,68,34,265.2,7.8
01/07/2019,54,3144805,72,13,340.86,26.22
01/07/2019,54,3144805,73,7,75.04,10.72
01/07/2019,54,3144805,74,4,42.88,10.72
01/07/2019,54,3144805,76,2,35.82,17.91
01/07/2019,54,3144805,100,41,232.88,5.68
01/07/2019,53,3144805,114,1,19.86,19.86
01/07/2019,54,3144805,114,4,49.6,12.4
01/07/2019,54,3144805,114,13,251.94,19.38
01/07/2019,54,3144805,123,15,66.9,4.46
01/07/2019,54,3144805,130,4,81.4,20.35
01/07/2019,54,3144805,137,46,101.2,2.2
01/07/2019,54,3144805,157,27,603.18,22.34
01/07/2019,54,3144805,159,1,6.24,6.24
01/07/2019,54,3144805,172,5,17.85,3.57
01/07/2019,54,3144805,175,4,42.88,10.72
01/07/2019,54,3144805,180,2,21.02,10.51
01/07/2019,54,3144805,210,1,45.83,45.83
01/07/2019,54,3144805,210,9,170.1,18.9
01/07/2019,54,3144805,214,4,38.08,9.52
01/07/2019,54,3144805,227,8,64.8,8.1
01/07/2019,54,3144805,257,2,366.56,183.28
01/07/2019,54,3144805,262,5,131.1,26.22
01/07/2019,54,3144805,270,119,555.73,4.67
01/07/2019,54,3144805,270,1255,2635.5,2.1
01/07/2019,54,3144805,278,2,73.84,36.92
01/07/2019,54,3144805,279,13,81.9,6.3
01/07/2019,54,3144805,279,1083,3789.7,3.5
01/07/2019,54,3144805,286,1,53.6,53.6
01/07/2019,54,3144805,291,3,39,13.
01/07/2019,54,3144805,311,20,357.4,17.87
01/07/2019,53,3144805,327,1,5.93,5.93
01/07/2019,54,3144805,334,1,4.21,4.21
01/07/2019,54,3144805,339,3,266.64,88.88
01/07/2019,54,3144805,342,1,56.83,56.83
01/07/2019,54,3144805,344,1,56.83,56.83
01/07/2019,54,3144805,348,1,10,10.
01/07/2019,54,3144805,420,1,5.26,5.26
01/07/2019,54,3144805,420,47,253.8,5.4
01/07/2019,54,3144805,438,1,5.26,5.26
01/07/2019,54,3144805,438,40,216,5.4
01/07/2019,54,3144805,460,357,749.7,2.1
01/07/2019,54,3144805,461,5,17.6,3.52
01/07/2019,54,3144805,462,55,489.5,8.9
01/07/2019,54,3144805,463,2,21.44,10.72
01/07/2019,54,3144805,464,53,492.9,9.3
01/07/2019,54,3144805,468,1,22.63,22.63
01/07/2019,54,3144805,476,2,21.44,10.72
01/07/2019,54,3144805,495,27,302.13,11.19
01/07/2019,54,3144805,499,6,92.88,15.48
01/07/2019,54,3144805,500,24,187.2,7.8
01/07/2019,54,3144805,501,21,163.8,7.8
01/07/2019,54,3144805,508,2,480,240.
01/07/2019,54,3144805,514,1,53.08,53.08
01/07/2019,54,3144805,515,2,81.36,40.68
01/07/2019,54,3144805,516,2,21.44,10.72
01/07/2019,54,3144805,517,2,21.44,10.72
01/07/2019,54,3144805,529,11,136.4,12.4
01/07/2019,54,3144805,531,33,1233.1,37.37
01/07/2019,54,3144805,533,2,159.06,79.53
01/07/2019,54,3144805,544,1,4.67,4.67
01/07/2019,54,3144805,544,82,418.2,5.1
01/07/2019,54,3144805,550,1,7.75,7.75
01/07/2019,54,3144805,551,10,44.3,4.43
01/07/2019,54,3144805,604,1,177,177.
01/07/2019,54,3144805,605,1,8.75,8.75
01/07/2019,54,3144805,606,40,390.4,9.76
01/07/2019,54,3144805,631,2,11.44,5.72
01/07/2019,54,3144805,631,110,786.5,7.15
01/07/2019,54,3144805,633,2,12.86,6.43
01/07/2019,54,3144805,633,102,877.2,8.6
01/07/2019,54,3144805,637,1,39.3,39.3
01/07/2019,54,3144805,640,1,134,134.
01/07/2019,54,3144805,642,1,290.67,290.67
01/07/2019,54,3144805,652,1,6.31,6.31
01/07/2019,54,3144805,657,9,63.18,7.02
01/07/2019,54,3144805,683,29,229.1,7.9
01/07/2019,54,3144805,685,4,33.44,8.36
01/07/2019,54,3144805,725,1,3.87,3.87
01/07/2019,54,3144805,729,4,8.44,2.11
01/07/2019,54,3144805,732,1,19.68,19.68
01/07/2019,54,3144805,751,3,87,29.
01/07/2019,54,3144805,764,7,95.9,13.7
01/07/2019,54,3144805,766,1,32.1,32.1
01/07/2019,54,3144805,767,3,7.02,2.34
01/07/2019,54,3144805,776,11,42.9,3.9
01/07/2019,54,3144805,793,1,9.8,9.8
01/07/2019,54,3144805,801,1,10.56,10.56
01/07/2019,54,3144805,841,8,95.68,11.96
01/07/2019,54,3144805,845,3,75.03,25.01
01/07/2019,54,3144805,848,1,4.8,4.8
01/07/2019,54,3144805,863,1,67.81,67.81
01/07/2019,54,3144805,863,7,284.76,40.68
01/07/2019,54,3144805,897,129,505.8,3.92
01/07/2019,54,3144805,905,4,39.6,9.9
01/07/2019,53,3144805,933,1,61,61.
01/07/2019,9,3144805,953,3,618.18,206.06
01/07/2019,9,3144805,955,1,240.41,240.41
01/07/2019,53,3144805,992,1,20.05,20.05
01/07/2019,54,3144805,992,322,1449,4.5
01/07/2019,54,3144805,996,1,7.8,7.8
01/07/2019,54,3144805,998,5,29.2,5.84
01/07/2019,54,3144805,998,56,235.2,4.2
01/07/2019,54,3144805,1000,3,14.01,4.67
01/07/2019,54,3144805,1000,950,3705,3.9
01/07/2019,54,3144805,1001,3,15.78,5.26
01/07/2019,54,3144805,1001,946,3784,4.
01/07/2019,54,3144805,1003,3,24,8.
01/07/2019,54,3144805,1008,6,242.94,40.49
01/07/2019,54,3144805,1021,20,278.4,13.92
01/07/2019,54,3144805,1022,21,285.18,13.58
01/07/2019,54,3144805,1033,2,67.36,33.68
01/07/2019,54,3144805,1051,4,38.68,9.67
01/07/2019,54,3144805,1061,21,81.9,3.9
01/07/2019,54,3144805,1088,6,59.4,9.9
01/07/2019,54,3144805,1111,3,29.7,9.9
01/07/2019,54,3144805,1114,8,96,12.
01/07/2019,54,3144805,1121,3,29.7,9.9
01/07/2019,54,3144805,1147,4,39.6,9.9
01/07/2019,54,3144805,1169,4,39.6,9.9
01/07/2019,54,3144805,1170,4,39.6,9.9
01/07/2019,54,3144805,1185,4,39.6,9.9
01/07/2019,54,3144805,1203,126,250.74,1.99
01/07/2019,54,3144805,1207,42,399.84,9.52
01/07/2019,54,3144805,1212,126,632.52,5.02
01/07/2019,54,3144805,1212,816,2511.7,3.08
01/07/2019,54,3144805,1235,1,59,59.
01/07/2019,54,3144805,1236,1,121.07,121.07
01/07/2019,54,3144805,1254,17,145.86,8.58
01/07/2019,54,3144805,1257,3,19.98,6.66
01/07/2019,54,3144805,1257,265,1463,5.52
01/07/2019,54,3144805,1263,1,46.31,46.31
01/07/2019,54,3144805,1264,2,5.78,2.89
01/07/2019,54,3144805,1265,4,8.8,2.2
01/07/2019,54,3144805,1273,302,906,3.
01/07/2019,53,3144805,1285,4,20.68,5.17
01/07/2019,54,3144805,1285,252,529.2,2.1
01/07/2019,54,3144805,1294,310,1767,5.7
01/07/2019,54,3144805,1302,1,5.96,5.96
01/07/2019,54,3144805,1304,3,73.8,24.6
01/07/2019,54,3144805,1305,14,1097.6,78.4
01/07/2019,54,3144805,1315,1,9.9,9.9
01/07/2019,54,3144805,1367,7,458.57,65.51
01/07/2019,54,3144805,1375,3,42.9,14.3
01/07/2019,54,3144805,1380,10,1106,110.6
01/07/2019,53,3144805,1404,46,297.62,6.47
01/07/2019,54,3144805,1404,80,514.4,6.43
01/07/2019,54,3144805,1404,3775,15477.5,4.1
01/07/2019,54,3144805,1433,3,15.39,5.13
01/07/2019,54,3144805,1458,1,11.18,11.18
01/07/2019,54,3144805,1458,7,46.97,6.71
01/07/2019,54,3144805,1459,1,17.01,17.01
01/07/2019,54,3144805,1459,78,577.2,7.4
01/07/2019,54,3144805,1460,1,9.93,9.93
01/07/2019,54,3144805,1460,34,283.56,8.34
01/07/2019,54,3144805,1467,1,20.82,20.82
01/07/2019,54,3144805,1468,117,608.4,5.2
01/07/2019,54,3144805,1468,117,955.89,8.17
01/07/2019,54,3144805,1469,116,858.4,7.4
01/07/2019,54,3144805,1469,117,1026.09,8.77
01/07/2019,54,3144805,1470,2,27.52,13.76
01/07/2019,54,3144805,1470,141,507.6,3.6
01/07/2019,54,3144805,1472,1,15.55,15.55
01/07/2019,54,3144805,1472,10,59.6,5.96
01/07/2019,54,3144805,1473,1,15.56,15.56
01/07/2019,54,3144805,1473,11,65.56,5.96
01/07/2019,53,3144805,1477,3,23.43,7.81
01/07/2019,54,3144805,1477,122,712.48,5.84
01/07/2019,54,3144805,1477,412,1236,3.
01/07/2019,54,3144805,1486,1,9.52,9.52
01/07/2019,53,3144805,1489,8,115.6,14.45
01/07/2019,54,3144805,1494,121,1271.71,10.51
01/07/2019,54,3144805,1494,602,3672.2,6.1
01/07/2019,54,3144805,1506,1,91.63,91.63
01/07/2019,54,3144805,1523,2,6.56,3.28
01/07/2019,54,3144805,1523,363,1016.4,2.8
01/07/2019,54,3144805,1536,1,9.07,9.07
01/07/2019,54,3144805,1537,3,21.45,7.15
01/07/2019,54,3144805,1557,1,14.3,14.3
01/07/2019,54,3144805,1562,5,23.35,4.67
01/07/2019,54,3144805,1562,1136,3294.4,2.9
01/07/2019,54,3144805,1577,12,398.04,33.17
01/07/2019,54,3144805,1585,14,177.8,12.7
01/07/2019,54,3144805,1587,13,340.6,26.2
01/07/2019,54,3144805,1590,2,43.9,21.95
01/07/2019,54,3144805,1593,2,43.9,21.95
01/07/2019,54,3144805,1606,1,135.7,135.7
01/07/2019,54,3144805,1612,1,9.93,9.93
01/07/2019,54,3144805,1612,80,624,7.8
01/07/2019,54,3144805,1628,1,17.98,17.98
01/07/2019,54,3144805,1628,17,224.91,13.23
01/07/2019,54,3144805,1629,1,21.66,21.66
01/07/2019,54,3144805,1629,17,270.47,15.91
01/07/2019,54,3144805,1636,5,49.5,9.9
01/07/2019,54,3144805,1642,7,53.9,7.7
01/07/2019,54,3144805,1644,7,53.9,7.7
01/07/2019,54,3144805,1647,6,46.2,7.7
01/07/2019,54,3144805,1655,5,49.5,9.9
01/07/2019,54,3144805,1661,5,71.5,14.3
01/07/2019,54,3144805,1664,2,900,450.
01/07/2019,54,3144805,1701,16,95.36,5.96
01/07/2019,54,3144805,1702,14,138.6,9.9
01/07/2019,54,3144805,1706,2,19.8,9.9
01/07/2019,54,3144805,1707,13,128.7,9.9
01/07/2019,54,3144805,1709,4,39.6,9.9
01/07/2019,54,3144805,1718,6,200.04,33.34
01/07/2019,53,3144805,1800,1,535,535.
