%IDData,%IDUnidade,%IDMunicipio,%IDExame,Qtde. Vendas,Vlr. Vendas,Vlr. Unit. Vendas
01/03/2019,54,3144805,1458,22,147.62,6.71
01/03/2019,54,3144805,1459,1,17.01,17.01
01/03/2019,54,3144805,1459,59,436.6,7.4
01/03/2019,54,3144805,1460,1,9.93,9.93
01/03/2019,54,3144805,1460,18,150.12,8.34
01/03/2019,54,3144805,1468,3,24.51,8.17
01/03/2019,54,3144805,1468,43,223.6,5.2
01/03/2019,54,3144805,1469,3,26.31,8.77
01/03/2019,54,3144805,1469,56,414.4,7.4
01/03/2019,54,3144805,1470,166,597.6,3.6
01/03/2019,54,3144805,1472,1,15.55,15.55
01/03/2019,54,3144805,1472,25,149,5.96
01/03/2019,54,3144805,1473,1,15.56,15.56
01/03/2019,54,3144805,1473,15,89.4,5.96
01/03/2019,54,3144805,1477,4,44.2,11.05
01/03/2019,53,3144805,1477,6,46.86,7.81
01/03/2019,54,3144805,1477,15,87.6,5.84
01/03/2019,54,3144805,1477,375,1125,3.
01/03/2019,54,3144805,1486,1,6.43,6.43
01/03/2019,54,3144805,1486,1,9.52,9.52
01/03/2019,54,3144805,1486,2,15,7.5
01/03/2019,54,3144805,1486,9,67.5,7.5
01/03/2019,54,3144805,1489,1,14.45,14.45
01/03/2019,54,3144805,1494,4,32,8.
01/03/2019,54,3144805,1494,16,168.16,10.51
01/03/2019,54,3144805,1494,517,3153.7,6.1
01/03/2019,54,3144805,1523,7,28,4.
01/03/2019,54,3144805,1523,323,904.4,2.8
01/03/2019,54,3144805,1536,1,4.3,4.3
01/03/2019,54,3144805,1536,103,442.9,4.3
01/03/2019,54,3144805,1537,4,28.6,7.15
01/03/2019,54,3144805,1562,8,37.36,4.67
01/03/2019,54,3144805,1562,9,41.94,4.66
01/03/2019,54,3144805,1562,1017,2949.3,2.9
01/03/2019,54,3144805,1563,1,14.02,14.02
01/03/2019,54,3144805,1577,7,232.19,33.17
01/03/2019,54,3144805,1587,1,32,32.
01/03/2019,54,3144805,1587,8,209.6,26.2
01/03/2019,54,3144805,1604,3,18,6.
01/03/2019,54,3144805,1612,1,9,9.
01/03/2019,54,3144805,1612,82,639.6,7.8
01/03/2019,54,3144805,1626,1,17.98,17.98
01/03/2019,54,3144805,1627,1,21.66,21.66
01/03/2019,54,3144805,1628,1,17.98,17.98
01/03/2019,54,3144805,1628,7,92.61,13.23
01/03/2019,54,3144805,1629,1,21.66,21.66
01/03/2019,54,3144805,1629,7,111.37,15.91
01/03/2019,54,3144805,1636,9,89.1,9.9
01/03/2019,54,3144805,1638,1,10,10.
01/03/2019,54,3144805,1642,5,38.5,7.7
01/03/2019,54,3144805,1644,15,115.5,7.7
01/03/2019,54,3144805,1647,14,107.8,7.7
01/03/2019,54,3144805,1654,1,9.9,9.9
01/03/2019,54,3144805,1655,1,9.9,9.9
01/03/2019,54,3144805,1664,1,450,450.
01/03/2019,54,3144805,1666,6,453.6,75.6
01/03/2019,54,3144805,1679,1,17.32,17.32
01/03/2019,54,3144805,1701,2,22.76,11.38
01/03/2019,54,3144805,1701,17,101.32,5.96
01/03/2019,54,3144805,1702,8,79.2,9.9
01/03/2019,54,3144805,1707,8,79.2,9.9
01/03/2019,54,3144805,1709,2,19.8,9.9
01/03/2019,54,3144805,1803,4,76,19.
01/03/2019,54,3144805,1804,1,93.72,93.72
01/03/2019,54,3144805,1804,4,160,40.
01/03/2019,54,3144805,1809,1,10,10.
01/03/2019,54,3144805,1809,28,128.8,4.6
01/03/2019,54,3144805,1882,1,7.36,7.36
01/03/2019,54,3144805,1882,3,8.4,2.8
01/03/2019,53,3144805,1900,33,76.89,2.33
01/03/2019,54,3144805,1900,37,62.9,1.7
01/03/2019,54,3144805,1934,1,18.78,18.78
01/03/2019,54,3144805,1950,1,1.8,1.8
01/03/2019,54,3144805,1971,1,8.14,8.14
01/03/2019,53,3144805,1986,2,12.66,6.33
01/03/2019,54,3144805,1986,3,14.52,4.84
01/03/2019,54,3144805,1986,162,356.4,2.2
01/03/2019,54,3144805,1991,38,122.74,3.23
01/03/2019,54,3144805,2003,2,6,3.
01/03/2019,54,3144805,2003,3,12.36,4.12
01/03/2019,54,3144805,2005,75,712.5,9.5
01/03/2019,54,3144805,2016,4,38.08,9.52
01/03/2019,53,3144805,2027,2,61.48,30.74
01/03/2019,54,3144805,2027,29,542.3,18.7
01/03/2019,54,3144805,2030,3,15.81,5.27
01/03/2019,54,3144805,2030,443,1240.4,2.8
01/03/2019,54,3144805,2032,1,9.7,9.7
01/03/2019,54,3144805,2032,62,403,6.5
01/03/2019,54,3144805,2047,1,9.9,9.9
01/03/2019,54,3144805,2059,6,7.92,1.32
01/03/2019,56,3144805,2067,1,29,29.
01/03/2019,54,3144805,2102,1,42.22,42.22
01/03/2019,53,3144805,2116,1,7.86,7.86
01/03/2019,54,3144805,2139,1,6.05,6.05
01/03/2019,54,3144805,2139,1,7.01,7.01
01/03/2019,54,3144805,2139,129,1199.7,9.3
01/03/2019,54,3144805,2148,2,80,40.
01/03/2019,54,3144805,2148,5,700,140.
01/03/2019,54,3144805,2159,11,39.27,3.57
01/03/2019,54,3144805,2162,2,9.72,4.86
01/03/2019,54,3144805,2162,12,26.4,2.2
01/03/2019,54,3144805,2185,11,108.9,9.9
01/03/2019,54,3144805,2186,1,9.9,9.9
01/03/2019,53,3144805,2194,29,67.57,2.33
01/03/2019,54,3144805,2194,34,56.1,1.65
01/03/2019,53,3144805,2196,1,2.59,2.59
01/03/2019,54,3144805,2258,1,17.87,17.87
01/03/2019,54,3144805,2259,1,17.87,17.87
01/03/2019,54,3144805,2289,2,3.4,1.7
01/03/2019,53,3144805,2294,3,19.86,6.62
01/03/2019,54,3144805,2294,24,114.24,4.76
01/03/2019,53,3144805,2311,1,140.84,140.84
01/03/2019,54,3144805,2313,20,36,1.8
01/03/2019,53,3144805,2338,2,25.42,12.71
01/03/2019,54,3144805,2338,6,76.26,12.71
01/03/2019,54,3144805,2371,6,636.9,106.15
01/03/2019,54,3144805,2394,9,83.7,9.3
01/03/2019,54,3144805,2416,56,207.2,3.7
01/03/2019,54,3144805,2475,1,6.26,6.26
01/03/2019,54,3144805,2492,1,3.73,3.73
01/03/2019,54,3144805,2492,1,4.9,4.9
01/03/2019,54,3144805,2492,27,102.6,3.8
01/03/2019,54,3144805,2502,1,5.69,5.69
01/03/2019,54,3144805,2520,1,2.7,2.7
01/03/2019,54,3144805,2520,1,5.37,5.37
01/03/2019,54,3144805,2521,7,196.6,28.09
01/03/2019,54,3144805,2523,2,11.38,5.69
01/03/2019,54,3144805,2528,1,33.34,33.34
01/03/2019,54,3144805,2535,1,4.5,4.5
01/03/2019,54,3144805,2535,37,194.62,5.26
01/03/2019,54,3144805,2535,397,1230.7,3.1
01/03/2019,54,3144805,2539,21,107.1,5.1
01/03/2019,54,3144805,2539,21,122.64,5.84
01/03/2019,54,3144805,2539,838,3268.2,3.9
01/03/2019,54,3144805,2543,2,20.4,10.2
01/03/2019,54,3144805,2543,3,21.03,7.01
01/03/2019,54,3144805,2543,94,498.2,5.3
01/03/2019,53,3144805,2550,1,305.96,305.96
01/03/2019,54,3144805,2597,2,85.34,42.67
01/03/2019,54,3144805,2628,1,37.61,37.61
01/03/2019,54,3144805,2719,11,126.17,11.47
01/03/2019,54,3144805,2734,3,16.47,5.49
01/03/2019,54,3144805,2734,4,20.56,5.14
01/03/2019,54,3144805,2734,55,539,9.8
01/03/2019,54,3144805,2735,3,21.72,7.24
01/03/2019,54,3144805,2735,4,27.4,6.85
01/03/2019,54,3144805,2735,56,470.4,8.4
01/03/2019,56,3144805,2748,1,9,9.
01/03/2019,56,3144805,2773,2,18,9.
01/03/2019,56,3144805,2792,2,18,9.
01/03/2019,56,3144805,2801,2,18,9.
01/03/2019,56,3144805,2840,5,45,9.
01/03/2019,56,3144805,2847,1,9,9.
01/03/2019,56,3144805,2857,1,9,9.
01/03/2019,56,3144805,2867,2,18,9.
01/03/2019,56,3144805,2868,3,27,9.
01/03/2019,56,3144805,2873,2,18,9.
01/03/2019,56,3144805,2882,2,18,9.
01/03/2019,56,3144805,2902,14,126,9.
01/03/2019,54,3144805,2910,27,121.5,4.5
01/03/2019,54,3144805,2925,1,19.99,19.99
01/03/2019,53,3144805,2943,1,9.11,9.11
01/03/2019,54,3144805,2943,1,9.11,9.11
01/03/2019,54,3144805,2943,17,69.7,4.1
01/03/2019,54,3144805,2945,1,9.52,9.52
01/03/2019,54,3144805,2953,2,11.42,5.71
01/03/2019,54,3144805,2953,5,29.8,5.96
01/03/2019,54,3144805,2957,9,150.03,16.67
01/03/2019,54,3144805,2962,5,50,10.
01/03/2019,54,3144805,2966,1,18.96,18.96
01/03/2019,54,3144805,2966,9,132.93,14.77
01/03/2019,54,3144805,2981,23,164.45,7.15
01/03/2019,54,3144805,2983,2,37.4,18.7
01/03/2019,54,3144805,2983,2,54.7,27.35
01/03/2019,54,3144805,3000,21,193.2,9.2
01/03/2019,54,3144805,3001,23,211.6,9.2
01/03/2019,54,3144805,3025,1,4.67,4.67
01/03/2019,54,3144805,3025,3,15,5.
01/03/2019,54,3144805,3025,77,231,3.
01/03/2019,54,3144805,3044,4,23.2,5.8
01/03/2019,54,3144805,3044,35,70,2.
01/03/2019,54,3144805,3048,1,2.34,2.34
01/03/2019,54,3144805,3048,2,7.6,3.8
01/03/2019,54,3144805,3048,127,203.2,1.6
01/03/2019,54,3144805,3050,48,112.32,2.34
01/03/2019,54,3144805,3050,61,122,2.
01/03/2019,54,3144805,3050,2309,3232.6,1.4
01/03/2019,54,3144805,3052,371,519.4,1.4
01/03/2019,54,3144805,3053,1,29.98,29.98
01/03/2019,54,3144805,3073,30,207,6.9
01/03/2019,54,3144805,3074,23,96.6,4.2
01/03/2019,54,3144805,3144,47,77.55,1.65
01/03/2019,54,3144805,3145,48,79.2,1.65
01/03/2019,53,3144805,3151,1,18.84,18.84
01/03/2019,54,3144805,3151,15,282.6,18.84
01/03/2019,54,3144805,3158,5,66.15,13.23
01/03/2019,54,3144805,3168,4,42.88,10.72
01/03/2019,54,3144805,3177,1,7.01,7.01
01/03/2019,54,3144805,3177,2,16.94,8.47
01/03/2019,54,3144805,3177,46,400.2,8.7
01/03/2019,54,3144805,3193,9,31.5,3.5
01/03/2019,54,3144805,3193,54,340.2,6.3
01/03/2019,54,3144805,3201,1,1.65,1.65
01/03/2019,54,3144805,3201,3,15.78,5.26
01/03/2019,54,3144805,3232,77,138.6,1.8
01/03/2019,54,3144805,3232,78,173.16,2.22
01/03/2019,54,3144805,3232,5186,7260.4,1.4
01/03/2019,54,3144805,3240,5,136.95,27.39
01/03/2019,54,3144805,3262,1,5.26,5.26
01/03/2019,54,3144805,3264,3,17.94,5.98
01/03/2019,54,3144805,3264,73,116.8,1.6
01/03/2019,54,3144805,3270,83,257.3,3.1
01/03/2019,54,3144805,3778,30,292.2,9.74
01/03/2019,54,3144805,3780,1,40.89,40.89
01/03/2019,54,3144805,3780,1,71.5,71.5
01/03/2019,54,3144805,3797,1,15.19,15.19
01/03/2019,54,3144805,3799,1,17.62,17.62
01/03/2019,54,3144805,3803,9,33.84,3.76
01/03/2019,54,3144805,3820,3,142.17,47.39
01/03/2019,54,3144805,3820,4,71.2,17.8
01/03/2019,54,3144805,3822,15,207,13.8
01/03/2019,54,3144805,3823,1,47.39,47.39
01/03/2019,54,3144805,3873,3,10.95,3.65
01/03/2019,54,3144805,3885,34,56.1,1.65
01/03/2019,54,3144805,3894,2,12,6.
01/03/2019,54,3144805,3894,44,316.8,7.2
01/03/2019,54,3144805,3921,8,288,36.
01/03/2019,54,3144805,3922,10,360,36.
01/03/2019,56,3144805,10254,2,41.56,20.78
01/03/2019,54,3144805,10254,45,935.1,20.78
01/03/2019,53,3144805,12505,2,209.18,104.59
01/03/2019,54,3144805,13294,1,679.18,679.18
01/03/2019,54,3144805,16839,60,400.2,6.67
01/03/2019,54,3144805,18307,3,181.6,60.53
01/03/2019,54,3144805,18361,1,172.37,172.37
01/03/2019,54,3144805,18361,4,500.4,125.1
01/03/2019,54,3144805,18531,5,107.75,21.55
01/03/2019,54,3144805,19561,22,175.12,7.96
01/03/2019,54,3144805,23849,7,97.3,13.9
01/03/2019,53,3144805,23849,39,542.1,13.9
01/03/2019,54,3144805,33407,11,96.14,8.74
01/04/2019,54,3144805,13,12,128.64,10.72
01/04/2019,54,3144805,25,7,204.47,29.21
01/04/2019,54,3144805,25,65,780,12.
01/04/2019,54,3144805,25,869,7108.5,8.18
01/04/2019,54,3144805,50,1,18.79,18.79
01/04/2019,54,3144805,50,4,44.96,11.24
01/04/2019,54,3144805,55,1,8.41,8.41
01/04/2019,54,3144805,55,1,12.07,12.07
01/04/2019,54,3144805,55,34,363.8,10.7
01/04/2019,54,3144805,56,2,9.88,4.94
01/04/2019,54,3144805,58,3,105,35.
01/04/2019,54,3144805,59,2,32,16.
01/04/2019,54,3144805,61,5,53.6,10.72
01/04/2019,54,3144805,62,8,85.76,10.72
01/04/2019,54,3144805,64,2,7.8,3.9
01/04/2019,53,3144805,68,1,12.49,12.49
01/04/2019,54,3144805,68,15,117,7.8
01/04/2019,54,3144805,72,1,26.03,26.03
01/04/2019,54,3144805,72,5,131.1,26.22
01/04/2019,54,3144805,73,5,53.6,10.72
01/04/2019,54,3144805,74,2,21.44,10.72
01/04/2019,54,3144805,76,1,17.91,17.91
01/04/2019,53,3144805,76,1,24.36,24.36
01/04/2019,54,3144805,83,1,91.63,91.63
01/04/2019,54,3144805,93,1,153.94,153.94
01/04/2019,54,3144805,96,1,439.84,439.84
01/04/2019,54,3144805,100,12,68.16,5.68
01/04/2019,54,3144805,101,1,9.66,9.66
01/04/2019,54,3144805,112,2,942,471.
01/04/2019,53,3144805,114,1,19.86,19.86
01/04/2019,54,3144805,114,4,49.6,12.4
01/04/2019,54,3144805,119,37,120.62,3.26
01/04/2019,54,3144805,128,1,33.92,33.92
01/04/2019,54,3144805,128,2,40.7,20.35
01/04/2019,54,3144805,130,6,122.1,20.35
01/04/2019,54,3144805,137,5,30.5,6.1
01/04/2019,54,3144805,137,51,112.2,2.2
01/04/2019,54,3144805,157,1,17,17.
01/04/2019,54,3144805,157,33,737.22,22.34
01/04/2019,54,3144805,166,1,4.4,4.4
01/04/2019,54,3144805,172,1,6.24,6.24
01/04/2019,54,3144805,172,7,24.99,3.57
01/04/2019,54,3144805,173,1,10.72,10.72
01/04/2019,54,3144805,175,6,64.32,10.72
01/04/2019,54,3144805,180,1,10.51,10.51
01/04/2019,54,3144805,194,1,5.22,5.22
01/04/2019,53,3144805,210,1,45.83,45.83
01/04/2019,54,3144805,210,8,151.2,18.9
01/04/2019,54,3144805,214,1,11.85,11.85
01/04/2019,54,3144805,214,7,66.64,9.52
01/04/2019,54,3144805,227,7,56.7,8.1
01/04/2019,54,3144805,235,1,6.78,6.78
01/04/2019,54,3144805,236,1,7.15,7.15
01/04/2019,54,3144805,254,1,47,47.
01/04/2019,54,3144805,262,1,26.03,26.03
01/04/2019,54,3144805,262,2,52.44,26.22
01/04/2019,54,3144805,270,10,79.9,7.99
01/04/2019,54,3144805,270,13,60.71,4.67
01/04/2019,54,3144805,270,1209,2538.9,2.1
01/04/2019,54,3144805,278,1,36.92,36.92
01/04/2019,54,3144805,279,11,69.3,6.3
01/04/2019,54,3144805,279,45,454.5,10.1
01/04/2019,54,3144805,279,798,2473.8,3.1
01/04/2019,54,3144805,286,2,107.2,53.6
01/04/2019,54,3144805,289,10,46.7,4.67
01/04/2019,54,3144805,311,13,232.31,17.87
01/04/2019,54,3144805,327,5,21.65,4.33
01/04/2019,54,3144805,339,9,803.88,89.32
01/04/2019,54,3144805,348,1,10,10.
01/04/2019,54,3144805,375,1,1.45,1.45
01/04/2019,54,3144805,420,22,118.8,5.4
01/04/2019,54,3144805,438,1,6.45,6.45
01/04/2019,54,3144805,438,20,108,5.4
01/04/2019,54,3144805,456,9,29.7,3.3
01/04/2019,53,3144805,457,2,9.56,4.78
01/04/2019,54,3144805,460,5,15.5,3.1
01/04/2019,54,3144805,460,257,539.7,2.1
01/04/2019,54,3144805,462,1,19.29,19.29
01/04/2019,54,3144805,462,28,249.2,8.9
01/04/2019,54,3144805,463,1,10.72,10.72
01/04/2019,54,3144805,464,1,8.77,8.77
01/04/2019,54,3144805,464,1,14.08,14.08
01/04/2019,54,3144805,464,33,306.9,9.3
01/04/2019,54,3144805,468,1,22.63,22.63
01/04/2019,54,3144805,495,18,201.42,11.19
01/04/2019,54,3144805,499,4,61.92,15.48
01/04/2019,54,3144805,500,17,132.6,7.8
01/04/2019,54,3144805,501,17,132.6,7.8
01/04/2019,54,3144805,508,1,240,240.
01/04/2019,54,3144805,516,2,21.44,10.72
01/04/2019,54,3144805,517,2,21.44,10.72
01/04/2019,54,3144805,521,2,33.32,16.66
01/04/2019,54,3144805,529,4,49.6,12.4
01/04/2019,54,3144805,531,26,1489.8,57.3
01/04/2019,54,3144805,533,1,79.53,79.53
01/04/2019,54,3144805,544,3,14.01,4.67
01/04/2019,54,3144805,544,59,300.9,5.1
01/04/2019,54,3144805,550,1,7.75,7.75
01/04/2019,54,3144805,551,4,17.72,4.43
01/04/2019,54,3144805,570,1,14.3,14.3
01/04/2019,54,3144805,606,27,263.52,9.76
01/04/2019,54,3144805,608,7,21,3.
01/04/2019,54,3144805,612,1,6.12,6.12
01/04/2019,54,3144805,631,111,793.65,7.15
01/04/2019,54,3144805,633,111,954.6,8.6
01/04/2019,54,3144805,640,1,134,134.
01/04/2019,54,3144805,653,18,107.1,5.95
01/04/2019,54,3144805,657,5,35.1,7.02
01/04/2019,54,3144805,671,2,10.18,5.09
01/04/2019,54,3144805,683,2,23.78,11.89
01/04/2019,54,3144805,683,29,229.1,7.9
01/04/2019,54,3144805,684,1,22.44,22.44
01/04/2019,54,3144805,685,3,25.08,8.36
01/04/2019,54,3144805,707,2,8.88,4.44
01/04/2019,54,3144805,719,1,3.9,3.9
01/04/2019,54,3144805,722,85,255,3.
01/04/2019,53,3144805,729,1,3.52,3.52
01/04/2019,54,3144805,743,4,100,25.
01/04/2019,54,3144805,751,9,261,29.
01/04/2019,54,3144805,764,8,109.6,13.7
01/04/2019,54,3144805,766,1,32.1,32.1
01/04/2019,54,3144805,767,7,16.38,2.34
01/04/2019,54,3144805,776,6,78,13.
01/04/2019,54,3144805,776,14,54.6,3.9
01/04/2019,54,3144805,797,1,21.07,21.07
01/04/2019,54,3144805,801,3,31.68,10.56
01/04/2019,54,3144805,802,1,10.56,10.56
01/04/2019,54,3144805,803,1,23.63,23.63
01/04/2019,54,3144805,833,1,24.43,24.43
01/04/2019,54,3144805,835,1,24.42,24.42
01/04/2019,54,3144805,841,6,49.5,8.25
01/04/2019,54,3144805,845,3,75.03,25.01
01/04/2019,54,3144805,848,1,16.5,16.5
01/04/2019,54,3144805,848,2,9.6,4.8
01/04/2019,54,3144805,863,2,81.36,40.68
01/04/2019,54,3144805,897,1,4.38,4.38
01/04/2019,54,3144805,897,2,21.2,10.6
01/04/2019,54,3144805,897,97,397.7,4.1
01/04/2019,54,3144805,905,1,9.9,9.9
01/04/2019,54,3144805,933,2,59.4,29.7
01/04/2019,9,3144805,953,1,206.06,206.06
01/04/2019,9,3144805,955,2,480.82,240.41
01/04/2019,54,3144805,991,2,19.6,9.8
01/04/2019,54,3144805,992,2,15.18,7.59
01/04/2019,54,3144805,992,313,1408.5,4.5
01/04/2019,54,3144805,996,3,23.4,7.8
01/04/2019,54,3144805,997,1,30.17,30.17
01/04/2019,54,3144805,998,3,17.52,5.84
01/04/2019,54,3144805,998,40,168,4.2
01/04/2019,54,3144805,1000,3,14.01,4.67
01/04/2019,54,3144805,1000,3,18.9,6.3
01/04/2019,54,3144805,1000,873,3404.7,3.9
01/04/2019,54,3144805,1001,3,15.78,5.26
01/04/2019,54,3144805,1001,3,18.6,6.2
01/04/2019,54,3144805,1001,878,3512,4.
01/04/2019,54,3144805,1003,4,32,8.
01/04/2019,54,3144805,1008,1,46.82,46.82
01/04/2019,54,3144805,1008,2,80.98,40.49
01/04/2019,54,3144805,1021,10,139.2,13.92
01/04/2019,54,3144805,1022,10,135.8,13.58
01/04/2019,54,3144805,1033,5,168.4,33.68
01/04/2019,54,3144805,1051,3,24.66,8.22
01/04/2019,54,3144805,1061,3,24,8.
01/04/2019,54,3144805,1061,13,50.7,3.9
01/04/2019,54,3144805,1065,1,9.9,9.9
01/04/2019,54,3144805,1074,1,29.9,29.9
01/04/2019,54,3144805,1078,1,37.97,37.97
01/04/2019,54,3144805,1083,3,29.7,9.9
01/04/2019,54,3144805,1084,1,9.9,9.9
01/04/2019,54,3144805,1088,7,69.3,9.9
01/04/2019,54,3144805,1111,1,9.9,9.9
01/04/2019,54,3144805,1114,4,48,12.
01/04/2019,54,3144805,1121,3,29.7,9.9
01/04/2019,54,3144805,1145,1,9.9,9.9
01/04/2019,54,3144805,1147,1,9.9,9.9
01/04/2019,54,3144805,1169,1,9.9,9.9
01/04/2019,54,3144805,1170,1,9.9,9.9
01/04/2019,54,3144805,1185,3,29.7,9.9
01/04/2019,54,3144805,1203,11,39.6,3.6
01/04/2019,54,3144805,1203,126,250.74,1.99
01/04/2019,54,3144805,1207,23,218.96,9.52
01/04/2019,53,3144805,1209,6,69.78,11.63
01/04/2019,54,3144805,1212,22,132,6.
01/04/2019,54,3144805,1212,124,622.48,5.02
01/04/2019,54,3144805,1212,642,1990.2,3.1
01/04/2019,54,3144805,1217,1,54.7,54.7
01/04/2019,54,3144805,1236,1,121.07,121.07
01/04/2019,54,3144805,1254,7,60.06,8.58
01/04/2019,54,3144805,1257,2,13.32,6.66
01/04/2019,54,3144805,1257,11,61.6,5.6
01/04/2019,54,3144805,1257,174,1270.2,7.3
01/04/2019,54,3144805,1265,31,68.2,2.2
01/04/2019,54,3144805,1269,5,37.4,7.48
01/04/2019,54,3144805,1273,3,16.5,5.5
01/04/2019,54,3144805,1273,243,729,3.
01/04/2019,53,3144805,1274,1,450.38,450.38
01/04/2019,53,3144805,1285,1,5.17,5.17
01/04/2019,54,3144805,1285,2,7,3.5
01/04/2019,54,3144805,1285,2,9,4.5
01/04/2019,54,3144805,1285,225,472.5,2.1
01/04/2019,54,3144805,1294,224,1276.8,5.7
01/04/2019,54,3144805,1302,1,5.96,5.96
01/04/2019,54,3144805,1304,3,73.8,24.6
01/04/2019,54,3144805,1315,2,19.8,9.9
01/04/2019,54,3144805,1332,98,303.8,3.1
01/04/2019,54,3144805,1334,2,7.2,3.6
01/04/2019,54,3144805,1338,1,5.26,5.26
01/04/2019,54,3144805,1342,6,21.6,3.6
01/04/2019,54,3144805,1367,7,458.57,65.51
01/04/2019,54,3144805,1375,1,14.3,14.3
01/04/2019,54,3144805,1396,1,35.38,35.38
01/04/2019,53,3144805,1404,46,297.62,6.47
01/04/2019,54,3144805,1404,72,462.96,6.43
01/04/2019,54,3144805,1404,2794,11455.4,4.1
01/04/2019,54,3144805,1410,1,4.17,4.17
01/04/2019,54,3144805,1413,1,66.69,66.69
01/04/2019,54,3144805,1418,3,21,7.
01/04/2019,54,3144805,1433,1,5.13,5.13
01/04/2019,54,3144805,1433,8,58.32,7.29
01/04/2019,53,3144805,1455,1,123.63,123.63
01/04/2019,54,3144805,1458,11,73.81,6.71
01/04/2019,53,3144805,1459,1,17.01,17.01
01/04/2019,54,3144805,1459,1,17.01,17.01
01/04/2019,54,3144805,1459,46,340.4,7.4
01/04/2019,54,3144805,1460,1,15.82,15.82
01/04/2019,54,3144805,1460,2,19.86,9.93
01/04/2019,54,3144805,1460,13,108.42,8.34
01/04/2019,54,3144805,1467,1,20.82,20.82
01/04/2019,54,3144805,1468,4,32.68,8.17
01/04/2019,54,3144805,1468,158,821.6,5.2
01/04/2019,54,3144805,1469,4,35.08,8.77
01/04/2019,54,3144805,1469,164,1213.6,7.4
01/04/2019,54,3144805,1470,124,446.4,3.6
01/04/2019,54,3144805,1472,1,15.55,15.55
01/04/2019,54,3144805,1472,14,83.44,5.96
01/04/2019,54,3144805,1473,6,35.76,5.96
01/04/2019,53,3144805,1477,2,15.62,7.81
01/04/2019,54,3144805,1477,7,40.88,5.84
01/04/2019,54,3144805,1477,7,77.35,11.05
01/04/2019,54,3144805,1477,443,1329,3.
01/04/2019,54,3144805,1486,2,15,7.5
01/04/2019,54,3144805,1486,2,23.6,11.8
01/04/2019,54,3144805,1486,61,580.72,9.52
01/04/2019,54,3144805,1489,1,14.45,14.45
01/04/2019,53,3144805,1489,3,43.35,14.45
01/04/2019,54,3144805,1494,8,64,8.
01/04/2019,54,3144805,1494,13,136.63,10.51
01/04/2019,54,3144805,1494,603,3678.3,6.1
01/04/2019,54,3144805,1506,2,183.26,91.63
01/04/2019,54,3144805,1523,2,6.56,3.28
01/04/2019,54,3144805,1523,10,40,4.
01/04/2019,54,3144805,1523,289,809.2,2.8
01/04/2019,54,3144805,1536,131,563.3,4.3
01/04/2019,54,3144805,1537,1,7.15,7.15
01/04/2019,54,3144805,1562,2,9.34,4.67
01/04/2019,54,3144805,1562,8,37.28,4.66
01/04/2019,54,3144805,1562,1118,3242.2,2.9
01/04/2019,54,3144805,1563,2,28.04,14.02
01/04/2019,54,3144805,1577,12,398.04,33.17
01/04/2019,54,3144805,1587,12,314.4,26.2
01/04/2019,54,3144805,1590,1,21.95,21.95
01/04/2019,54,3144805,1593,1,21.95,21.95
01/04/2019,54,3144805,1593,1,29.85,29.85
01/04/2019,54,3144805,1604,7,42,6.
01/04/2019,54,3144805,1606,2,271.4,135.7
01/04/2019,54,3144805,1610,1,126.69,126.69
01/04/2019,54,3144805,1612,1,9.93,9.93
01/04/2019,54,3144805,1612,53,413.4,7.8
01/04/2019,54,3144805,1626,1,17.98,17.98
01/04/2019,54,3144805,1627,1,21.66,21.66
01/04/2019,54,3144805,1628,1,17.98,17.98
01/04/2019,54,3144805,1628,9,119.07,13.23
01/04/2019,54,3144805,1629,1,21.66,21.66
01/04/2019,54,3144805,1629,9,143.19,15.91
01/04/2019,54,3144805,1636,8,79.2,9.9
01/04/2019,54,3144805,1642,1,10.48,10.48
01/04/2019,54,3144805,1642,7,53.9,7.7
01/04/2019,54,3144805,1644,14,107.8,7.7
01/04/2019,54,3144805,1647,9,69.3,7.7
01/04/2019,54,3144805,1655,1,9.9,9.9
01/04/2019,53,3144805,1661,1,27.06,27.06
01/04/2019,54,3144805,1661,3,42.9,14.3
01/04/2019,54,3144805,1664,1,450,450.
01/04/2019,54,3144805,1666,2,151.2,75.6
01/04/2019,54,3144805,1666,3,226.8,75.6
01/04/2019,54,3144805,1701,1,11.38,11.38
01/04/2019,54,3144805,1701,5,56.9,11.38
01/04/2019,54,3144805,1701,17,101.32,5.96
01/04/2019,54,3144805,1702,2,19.8,9.9
01/04/2019,54,3144805,1707,2,19.8,9.9
01/04/2019,54,3144805,1709,1,9.9,9.9
01/04/2019,54,3144805,1718,4,133.36,33.34
01/04/2019,54,3144805,1724,1,28.67,28.67
01/04/2019,54,3144805,1793,1,71.98,71.98
01/04/2019,54,3144805,1803,1,40.3,40.3
01/04/2019,54,3144805,1803,2,38,19.
01/04/2019,54,3144805,1804,1,40,40.
01/04/2019,54,3144805,1809,36,165.6,4.6
01/04/2019,54,3144805,1810,4,38.08,9.52
01/04/2019,54,3144805,1811,1,10.72,10.72
01/04/2019,54,3144805,1813,1,70.59,70.59
01/04/2019,54,3144805,1882,1,7.36,7.36
01/04/2019,54,3144805,1882,117,327.6,2.8
01/04/2019,53,3144805,1900,31,72.23,2.33
01/04/2019,54,3144805,1900,32,54.4,1.7
01/04/2019,54,3144805,1942,2,130.76,65.38
01/04/2019,53,3144805,1986,1,6.33,6.33
